,HINCP,NP,AGEP,RAC1P,ESR,SEX,WIF,HUPAC,HHT,PUMA,ST
128,6,3,34,7,6,2,2,4,2,1201,24
129,5,3,0,1,0,2,2,1,1,1201,24
130,5,3,2,1,0,2,2,1,1,1201,24
131,3,5,12,9,0,1,3,4,1,1201,24
132,5,3,4,1,0,2,2,2,1,1201,24
133,5,3,25,1,6,2,2,4,1,1201,24
134,3,5,11,7,0,1,3,4,1,1201,24
135,3,4,12,8,0,1,3,4,1,1201,24
136,6,3,22,1,5,2,2,4,1,1201,24
137,4,5,5,1,0,1,3,2,1,1201,24
138,5,3,21,1,4,2,2,4,1,1201,24
139,5,3,5,1,0,2,2,2,1,1201,24
140,3,5,12,9,0,1,3,4,1,1201,24
141,6,3,32,7,6,2,2,4,1,1201,24
142,3,5,12,4,0,1,3,4,1,1201,24
143,4,5,5,1,0,1,2,2,1,1201,24
144,3,5,12,9,0,1,3,4,1,1201,24
145,5,3,6,1,0,2,2,2,1,1201,24
146,6,3,23,1,5,2,2,4,1,1201,24
147,6,3,32,6,6,2,2,4,1,1201,24
148,5,3,3,1,0,2,2,2,1,1201,24
149,5,3,14,1,1,2,2,4,1,1201,24
150,4,4,0,1,0,1,3,1,1,1201,24
151,3,5,12,9,0,1,3,4,1,1201,24
152,5,3,0,1,0,2,2,1,1,1201,24
153,3,5,10,5,0,1,2,4,1,1201,24
154,6,2,41,7,6,2,2,4,3,1201,24
155,5,3,7,1,0,2,2,3,1,1201,24
156,5,3,20,1,4,2,2,4,1,1201,24
157,3,5,11,4,0,1,2,3,1,1201,24
158,5,3,9,1,0,2,2,3,1,1201,24
159,3,5,11,6,0,1,2,4,1,1201,24
160,6,2,36,8,6,2,2,4,2,1201,24
161,4,5,1,1,0,1,2,1,1,1201,24
162,3,5,13,4,0,1,3,4,1,1201,24
163,4,5,7,1,0,1,3,2,1,1201,24
164,5,3,2,1,0,2,2,2,1,1201,24
165,4,5,1,1,0,1,3,1,1,1201,24
166,3,5,12,7,0,1,3,4,1,1201,24
167,5,4,2,1,0,2,2,1,1,1201,24
168,3,5,12,9,0,1,3,4,1,1201,24
169,6,2,40,7,6,2,2,4,3,1201,24
170,3,5,12,9,0,1,3,4,1,1201,24
171,3,5,12,9,0,1,3,4,1,1201,24
172,5,4,0,1,0,2,2,1,1,1201,24
173,5,4,0,1,0,1,2,1,1,1201,24
174,3,4,12,9,0,1,3,4,1,1201,24
175,3,5,12,8,0,1,3,4,1,1201,24
176,5,3,23,1,5,2,2,4,1,1201,24
177,3,5,11,7,0,1,3,4,1,1201,24
178,4,5,9,3,0,1,2,3,1,1201,24
179,6,3,34,7,6,2,2,4,1,1201,24
180,6,3,25,1,6,2,2,4,1,1201,24
181,3,5,13,6,0,1,3,4,1,1201,24
182,5,4,0,1,0,1,2,1,1,1201,24
183,6,3,28,2,6,2,2,4,1,1201,24
184,3,5,12,9,0,1,3,4,1,1201,24
185,5,4,0,1,0,1,2,1,1,1201,24
186,4,5,0,1,0,1,2,1,1,1201,24
187,6,3,26,2,6,2,2,4,1,1201,24
188,5,3,19,1,4,2,2,4,1,1201,24
189,3,5,13,8,0,1,3,4,1,1201,24
190,6,3,37,8,6,2,2,4,2,1201,24
191,5,3,13,1,1,2,2,4,1,1201,24
192,5,4,0,1,0,1,2,1,1,1201,24
193,5,3,18,1,3,2,2,4,1,1201,24
194,6,3,31,5,6,2,2,4,1,1201,24
195,6,3,23,1,5,2,2,4,1,1201,24
196,5,4,0,1,0,2,2,1,1,1201,24
197,5,3,6,1,0,2,2,3,1,1201,24
198,6,3,33,7,6,2,2,4,1,1201,24
199,3,5,12,9,0,1,3,4,1,1201,24
200,5,3,17,1,2,2,2,4,1,1201,24
201,5,3,12,1,0,2,2,3,1,1201,24
202,4,5,1,1,0,1,3,1,1,1201,24
203,3,5,12,9,0,1,3,4,1,1201,24
204,4,5,0,1,0,1,3,1,1,1201,24
205,5,3,19,1,3,2,2,4,1,1201,24
206,3,5,12,9,0,1,3,4,1,1201,24
207,3,5,12,4,0,1,3,4,1,1201,24
208,6,3,27,2,6,2,2,4,1,1201,24
209,5,3,0,1,0,2,2,1,1,1201,24
210,3,5,13,8,0,1,3,4,1,1201,24
211,3,5,10,5,0,1,2,4,1,1201,24
212,5,3,13,1,1,2,2,4,1,1201,24
213,4,5,1,1,0,1,2,2,1,1201,24
214,3,5,11,6,0,1,3,4,1,1201,24
215,5,3,10,1,0,2,2,3,1,1201,24
216,6,3,32,6,6,2,2,4,1,1201,24
217,3,5,13,8,0,1,3,4,1,1201,24
218,3,5,13,9,0,1,3,4,1,1201,24
219,5,3,24,1,6,2,2,4,1,1201,24
220,4,4,0,1,0,1,3,1,1,1201,24
221,4,5,6,1,0,1,2,2,1,1201,24
222,4,5,3,1,0,1,3,1,1,1201,24
223,5,3,6,1,0,2,2,2,1,1201,24
224,3,5,12,7,0,1,3,4,1,1201,24
225,3,5,12,9,0,1,3,4,1,1201,24
226,5,4,0,1,0,2,2,1,1,1201,24
227,5,3,18,1,3,2,2,4,1,1201,24
228,3,5,12,9,0,1,2,4,1,1201,24
229,5,3,25,1,6,2,2,4,1,1201,24
230,5,4,1,1,0,2,2,1,1,1201,24
231,3,5,12,9,0,1,3,4,1,1201,24
232,4,4,0,4,0,1,2,3,1,1201,24
233,3,5,12,4,0,1,3,4,1,1201,24
234,6,3,31,4,6,2,2,4,2,1201,24
235,4,5,0,5,0,1,2,3,1,1201,24
236,3,5,13,7,0,1,3,4,1,1201,24
237,4,5,1,1,0,1,2,2,1,1201,24
238,4,5,3,1,0,1,3,1,1,1201,24
239,6,3,34,7,6,2,2,4,2,1201,24
240,6,2,38,8,6,2,2,4,3,1201,24
241,5,3,25,1,6,2,2,4,1,1201,24
242,3,5,13,8,0,1,3,4,1,1201,24
243,6,3,33,6,6,2,2,4,2,1201,24
244,5,4,0,1,0,1,2,1,1,1201,24
245,5,4,0,1,0,1,2,1,1,1201,24
246,6,3,25,2,6,2,2,4,1,1201,24
247,4,5,8,4,0,1,2,3,1,1201,24
248,6,3,31,5,6,2,2,4,1,1201,24
249,4,5,5,2,0,1,2,3,1,1201,24
250,5,4,0,1,0,1,2,1,1,1201,24
251,6,3,36,8,6,2,2,4,2,1201,24
252,3,5,12,9,0,1,3,4,1,1201,24
253,5,3,11,1,0,2,2,3,1,1201,24
254,3,5,13,9,0,1,3,4,1,1201,24
255,6,3,31,6,6,2,2,4,1,1201,24
256,5,3,7,1,0,2,2,3,1,1201,24
257,3,5,12,5,0,1,3,4,1,1201,24
258,5,4,0,1,0,1,2,1,1,1201,24
259,6,3,31,7,6,2,2,4,1,1201,24
260,4,4,0,1,0,1,2,1,1,1201,24
261,5,3,3,1,0,2,2,2,1,1201,24
262,6,3,33,7,6,2,2,4,1,1201,24
263,6,2,45,7,6,2,2,4,3,1201,24
264,3,4,9,8,0,1,2,4,1,1201,24
265,5,3,20,1,4,2,2,4,1,1201,24
266,5,3,20,1,4,2,2,4,1,1201,24
267,6,2,45,7,6,2,2,4,3,1201,24
268,6,2,28,7,5,2,2,4,1,1201,24
269,5,4,0,1,0,1,2,1,1,1201,24
270,6,3,23,1,5,2,2,4,1,1201,24
271,6,3,28,4,6,2,2,4,1,1201,24
272,5,3,4,1,0,2,2,2,1,1201,24
273,4,5,2,1,0,1,3,1,1,1201,24
274,5,3,10,1,0,2,2,3,1,1201,24
275,5,3,11,1,0,2,2,3,1,1201,24
276,5,3,4,1,0,2,2,2,1,1201,24
277,6,3,24,1,5,2,2,4,1,1201,24
278,5,4,0,1,0,1,2,1,1,1201,24
279,3,5,13,8,0,1,3,4,1,1201,24
280,3,5,12,8,0,1,3,4,1,1201,24
281,3,5,11,8,0,1,3,4,1,1201,24
282,3,5,12,9,0,1,3,4,1,1201,24
283,6,3,35,8,6,2,2,4,2,1201,24
284,5,3,16,1,2,2,2,4,1,1201,24
285,6,3,32,5,6,2,2,4,2,1201,24
286,4,5,1,1,0,1,2,2,1,1201,24
287,6,3,23,1,5,2,2,4,1,1201,24
288,5,3,26,1,6,2,2,4,1,1201,24
289,5,3,18,1,3,2,2,4,1,1201,24
290,5,3,2,1,0,2,2,2,1,1201,24
291,6,3,21,1,4,2,2,4,1,1201,24
292,4,5,2,4,0,1,2,3,1,1201,24
293,4,4,0,1,0,1,3,1,1,1201,24
294,5,3,22,1,5,2,2,4,1,1201,24
295,4,5,11,2,0,1,2,3,1,1201,24
296,5,4,1,1,0,2,2,1,1,1201,24
297,3,4,12,9,0,1,3,4,1,1201,24
298,4,5,6,1,0,1,3,2,1,1201,24
299,3,5,12,9,0,1,3,4,1,1201,24
300,3,5,12,9,0,1,3,4,1,1201,24
301,5,3,13,1,1,2,2,4,1,1201,24
302,5,4,0,1,0,2,2,1,1,1201,24
303,5,3,14,1,1,2,2,4,1,1201,24
304,3,5,12,9,0,1,3,4,1,1201,24
305,4,4,0,1,0,1,3,1,1,1201,24
306,6,3,20,1,4,2,2,4,1,1201,24
307,3,5,12,9,0,1,3,4,1,1201,24
308,4,5,5,2,0,1,2,3,1,1201,24
309,4,5,9,2,0,1,2,3,1,1201,24
310,5,3,13,1,1,2,2,4,1,1201,24
311,5,3,3,1,0,2,2,2,1,1201,24
312,4,5,0,1,0,1,3,1,1,1201,24
313,3,5,12,9,0,1,3,4,1,1201,24
314,4,5,7,3,0,1,2,3,1,1201,24
315,3,5,13,9,0,1,3,4,1,1201,24
316,5,3,16,1,2,2,2,4,1,1201,24
317,3,5,12,9,0,1,3,4,1,1201,24
318,5,3,4,1,0,2,2,2,1,1201,24
319,3,5,11,6,0,1,2,4,1,1201,24
320,5,3,18,1,3,2,2,4,1,1201,24
321,4,5,1,1,0,1,3,1,1,1201,24
322,3,4,9,8,0,1,3,4,1,1201,24
323,6,2,50,6,6,2,2,4,3,1201,24
324,5,3,6,1,0,2,2,2,1,1201,24
325,5,4,0,1,0,1,2,1,1,1201,24
326,3,4,10,9,0,1,3,4,1,1201,24
327,5,3,18,1,3,2,2,4,1,1201,24
328,4,5,9,3,0,1,2,3,1,1201,24
329,5,4,2,1,0,2,2,1,1,1201,24
330,6,3,29,3,6,2,2,4,1,1201,24
331,4,5,2,1,0,1,3,1,1,1201,24
332,4,5,5,1,0,1,2,2,1,1201,24
333,4,5,10,6,0,1,2,4,1,1201,24
334,3,5,12,9,0,1,3,4,1,1201,24
335,3,5,13,7,0,1,3,4,1,1201,24
336,5,3,16,1,2,2,2,4,1,1201,24
337,6,3,22,1,5,2,2,4,1,1201,24
338,5,3,19,1,3,2,2,4,1,1201,24
339,5,4,1,1,0,2,2,1,1,1201,24
340,4,5,7,6,0,1,2,4,1,1201,24
341,5,3,15,1,2,2,2,4,1,1201,24
342,4,5,5,2,0,1,2,2,1,1201,24
343,5,4,0,1,0,1,2,1,1,1201,24
344,5,4,0,1,0,1,2,1,1,1201,24
345,3,5,11,6,0,1,2,4,1,1201,24
346,3,5,10,4,0,1,2,3,1,1201,24
347,5,4,0,1,0,1,2,1,1,1201,24
348,3,5,13,9,0,1,3,4,1,1201,24
349,6,3,32,6,6,2,2,4,1,1201,24
350,3,5,13,6,0,1,3,4,1,1201,24
351,4,5,4,5,0,1,2,3,1,1201,24
352,5,3,8,1,0,2,2,3,1,1201,24
353,5,3,18,1,3,2,2,4,1,1201,24
354,3,5,13,8,0,1,3,4,1,1201,24
355,5,3,19,1,3,2,2,4,1,1201,24
356,5,3,15,1,1,2,2,4,1,1201,24
357,5,3,6,1,0,2,2,3,1,1201,24
358,5,3,4,1,0,2,2,2,1,1201,24
359,3,5,10,4,0,1,2,3,1,1201,24
360,5,4,0,1,0,1,2,1,1,1201,24
361,6,3,25,1,6,2,2,4,1,1201,24
362,3,5,11,7,0,1,3,4,1,1201,24
363,6,3,31,5,6,2,2,4,1,1201,24
364,6,3,26,1,6,2,2,4,1,1201,24
365,3,5,13,8,0,1,3,4,1,1201,24
366,4,5,0,2,0,1,2,2,1,1201,24
367,4,5,12,2,0,1,2,3,1,1201,24
368,6,3,23,2,5,2,2,4,1,1201,24
369,3,5,13,9,0,1,3,4,1,1201,24
370,5,3,18,1,3,2,2,4,1,1201,24
371,5,4,0,1,0,1,2,1,1,1201,24
372,5,3,5,1,0,2,2,2,1,1201,24
373,6,3,23,1,5,2,2,4,1,1201,24
374,5,3,4,1,0,2,2,2,1,1201,24
375,4,5,4,2,0,1,2,3,1,1201,24
376,6,3,26,2,6,2,2,4,1,1201,24
377,6,3,26,1,6,2,2,4,1,1201,24
378,6,3,29,5,6,2,2,4,1,1201,24
379,5,3,8,1,0,2,2,3,1,1201,24
380,3,5,12,9,0,1,3,4,1,1201,24
381,3,5,13,9,0,1,3,4,1,1201,24
382,5,3,18,1,3,2,2,4,1,1201,24
383,4,4,0,1,0,1,3,1,1,1201,24
384,6,3,31,5,6,2,2,4,1,1201,24
385,5,3,16,1,2,2,2,4,1,1201,24
386,5,3,5,1,0,2,2,2,1,1201,24
387,6,3,24,1,5,2,2,4,1,1201,24
388,3,5,10,4,0,1,2,3,1,1201,24
389,3,5,13,9,0,1,3,4,1,1201,24
390,4,4,0,1,0,1,3,1,1,1201,24
391,5,3,10,1,0,2,2,3,1,1201,24
392,3,5,12,9,0,1,3,4,1,1201,24
393,5,3,27,1,6,2,2,4,1,1201,24
394,3,5,12,9,0,1,3,4,1,1201,24
395,6,3,29,3,6,2,2,4,1,1201,24
396,5,4,0,1,0,1,2,1,1,1201,24
397,5,3,4,1,0,2,2,2,1,1201,24
398,6,3,23,2,5,2,2,4,1,1201,24
399,5,3,13,1,1,2,2,4,1,1201,24
400,4,5,1,1,0,1,3,1,1,1201,24
401,3,5,12,4,0,1,3,4,1,1201,24
402,5,3,5,1,0,2,2,2,1,1201,24
403,5,4,0,1,0,1,2,1,1,1201,24
404,4,4,7,9,0,1,3,4,1,1201,24
405,6,2,36,8,6,2,2,4,2,1201,24
406,5,3,8,1,0,2,2,3,1,1201,24
407,6,3,25,3,5,2,2,4,1,1201,24
408,6,3,28,4,6,2,2,4,1,1201,24
409,5,3,20,1,4,2,2,4,1,1201,24
410,6,3,22,1,5,2,2,4,1,1201,24
411,4,5,6,1,0,1,3,2,1,1201,24
412,3,5,13,9,0,1,2,4,1,1201,24
413,6,3,35,8,6,2,2,4,2,1201,24
414,3,5,10,6,0,1,2,4,1,1201,24
415,6,2,43,7,6,2,2,4,3,1201,24
416,5,3,17,1,2,2,2,4,1,1201,24
417,5,4,0,1,0,2,2,1,1,1201,24
418,5,4,0,1,0,2,2,1,1,1201,24
419,4,5,7,1,0,1,2,3,1,1201,24
420,5,3,11,1,0,2,2,3,1,1201,24
421,5,3,19,1,4,2,2,4,1,1201,24
422,3,5,11,9,0,1,3,4,1,1201,24
423,6,2,37,8,6,2,2,4,3,1201,24
424,5,3,11,1,1,2,2,4,1,1201,24
425,5,3,19,1,3,2,2,4,1,1201,24
426,3,5,10,4,0,1,2,3,1,1201,24
427,4,4,0,1,0,1,3,1,1,1201,24
428,6,3,23,1,5,2,2,4,1,1201,24
429,6,3,28,2,6,2,2,4,1,1201,24
430,3,5,12,9,0,1,3,4,1,1201,24
431,5,3,9,1,0,2,2,3,1,1201,24
432,5,3,5,1,0,2,2,2,1,1201,24
433,3,5,12,9,0,1,3,4,1,1201,24
434,3,5,13,9,0,1,3,4,1,1201,24
435,4,5,1,1,0,1,2,1,1,1201,24
436,5,4,1,1,0,2,2,1,1,1201,24
437,4,5,2,1,0,1,3,1,1,1201,24
438,3,5,13,9,0,1,3,4,1,1201,24
439,5,4,0,1,0,2,2,1,1,1201,24
440,6,3,24,1,5,2,2,4,1,1201,24
441,5,3,3,1,0,2,2,2,1,1201,24
442,6,3,28,2,6,2,2,4,1,1201,24
443,5,3,19,1,4,2,2,4,1,1201,24
444,3,5,10,4,0,1,2,3,1,1201,24
445,5,3,11,1,0,2,2,3,1,1201,24
446,5,3,10,1,0,2,2,3,1,1201,24
447,3,5,12,9,0,1,3,4,1,1201,24
448,5,4,0,1,0,1,2,1,1,1201,24
449,5,3,9,1,0,2,2,3,1,1201,24
450,5,3,24,1,6,2,2,4,1,1201,24
451,6,3,32,5,6,2,2,4,1,1201,24
452,3,5,11,6,0,1,2,4,1,1201,24
453,3,5,12,5,0,1,3,4,1,1201,24
454,3,4,11,9,0,1,3,4,1,1201,24
455,5,4,0,1,0,1,2,1,1,1201,24
456,6,2,41,7,6,2,2,4,3,1201,24
457,6,3,28,3,6,2,2,4,1,1201,24
458,5,4,0,1,0,1,2,1,1,1201,24
459,3,5,13,7,0,1,3,4,1,1201,24
460,3,5,12,9,0,1,3,4,1,1201,24
461,3,4,12,9,0,1,3,4,1,1201,24
462,5,4,0,1,0,1,2,1,1,1201,24
463,5,4,0,1,0,2,2,1,1,1201,24
464,6,3,23,1,5,2,2,4,1,1201,24
465,3,5,14,9,0,1,2,4,1,1201,24
466,5,3,2,1,0,2,2,1,1,1201,24
467,5,3,19,1,3,2,2,4,1,1201,24
468,6,3,31,4,6,2,2,4,2,1201,24
469,3,5,12,3,0,1,3,4,1,1201,24
470,6,3,30,4,6,2,2,4,1,1201,24
471,5,3,19,1,3,2,2,4,1,1201,24
472,4,5,0,1,0,1,3,1,1,1201,24
473,3,5,12,9,0,1,3,4,1,1201,24
474,5,3,17,1,2,2,2,4,1,1201,24
475,5,3,3,1,0,2,2,2,1,1201,24
476,5,3,8,1,0,2,2,3,1,1201,24
477,5,4,0,1,0,1,2,1,1,1201,24
478,6,3,23,1,5,2,2,4,1,1201,24
479,3,5,12,9,0,1,3,4,1,1201,24
480,5,4,0,1,0,1,2,1,1,1201,24
481,5,3,23,1,5,2,2,4,1,1201,24
482,4,5,8,3,0,1,2,3,1,1201,24
483,3,5,12,9,0,1,3,4,1,1201,24
484,3,5,12,9,0,1,3,4,1,1201,24
485,3,5,13,9,0,1,3,4,1,1201,24
486,3,5,13,7,0,1,3,4,1,1201,24
487,5,3,13,1,1,2,2,4,1,1201,24
488,4,4,0,1,0,1,3,1,1,1201,24
489,6,3,28,2,6,2,2,4,1,1201,24
490,3,5,12,9,0,1,3,4,1,1201,24
491,5,3,28,2,6,2,2,4,1,1201,24
492,3,5,12,9,0,1,3,4,1,1201,24
493,3,5,13,9,0,1,3,4,1,1201,24
494,4,5,9,3,0,1,2,3,1,1201,24
495,5,3,12,1,0,2,2,3,1,1201,24
496,5,3,9,1,0,2,2,3,1,1201,24
497,6,3,35,8,6,2,2,4,2,1201,24
498,3,5,11,7,0,1,3,4,1,1201,24
499,3,5,12,9,0,1,3,4,1,1201,24
500,5,4,0,1,0,1,2,1,1,1201,24
501,3,5,10,4,0,1,2,3,1,1201,24
502,3,5,10,4,0,1,2,3,1,1201,24
503,6,3,29,3,6,2,2,4,1,1201,24
504,5,3,12,1,1,2,2,4,1,1201,24
505,3,5,11,6,0,1,2,4,1,1201,24
506,5,3,14,1,1,2,2,4,1,1201,24
507,3,5,12,5,0,1,3,4,1,1201,24
508,6,3,28,2,6,2,2,4,1,1201,24
509,4,5,0,1,0,1,3,1,1,1201,24
510,6,3,35,8,6,2,2,4,2,1201,24
511,5,3,27,1,6,2,2,4,1,1201,24
512,5,4,0,1,0,2,2,1,1,1201,24
513,6,3,30,4,6,2,2,4,1,1201,24
514,6,3,29,3,6,2,2,4,1,1201,24
515,4,5,2,1,0,1,2,2,1,1201,24
516,3,5,13,9,0,1,3,4,1,1201,24
517,3,5,11,8,0,1,3,4,1,1201,24
518,5,3,9,1,0,2,2,3,1,1201,24
519,4,5,10,3,0,1,2,3,1,1201,24
520,6,2,42,7,6,2,2,4,3,1201,24
521,3,5,12,9,0,1,3,4,1,1201,24
522,3,5,12,8,0,1,3,4,1,1201,24
523,3,5,13,9,0,1,3,4,1,1201,24
524,3,5,11,9,0,1,3,4,1,1201,24
525,6,2,37,8,6,2,2,4,3,1201,24
526,3,5,13,7,0,1,3,4,1,1201,24
527,3,5,19,9,0,1,2,4,1,1201,24
528,4,5,6,1,0,1,2,2,1,1201,24
529,5,3,12,1,0,2,2,3,1,1201,24
530,3,5,13,9,0,1,2,4,1,1201,24
531,6,3,21,1,4,2,2,4,1,1201,24
532,4,5,3,1,0,1,2,2,1,1201,24
533,6,2,39,7,6,2,2,4,3,1201,24
534,3,5,12,7,0,1,3,4,1,1201,24
535,4,5,3,3,0,1,2,3,1,1201,24
536,4,4,0,1,0,1,3,1,1,1201,24
537,3,5,13,9,0,1,3,4,1,1201,24
538,6,3,32,6,6,2,2,4,1,1201,24
539,4,4,0,1,0,1,3,1,1,1201,24
540,5,3,1,1,0,2,2,1,1,1201,24
541,6,3,34,8,6,2,2,4,2,1201,24
542,3,5,12,4,0,1,3,4,1,1201,24
543,4,5,7,2,0,1,2,3,1,1201,24
544,6,2,42,7,6,2,2,4,3,1201,24
545,4,5,6,1,0,1,3,2,1,1201,24
546,5,4,0,1,0,1,2,1,1,1201,24
547,5,4,0,1,0,1,2,1,1,1201,24
548,5,4,0,1,0,1,2,1,1,1201,24
549,6,3,23,1,5,2,2,4,1,1201,24
550,5,3,20,2,4,2,2,4,1,1201,24
551,3,5,11,7,0,1,3,4,1,1201,24
552,5,3,13,1,1,2,2,4,1,1201,24
553,5,3,16,1,2,2,2,4,1,1201,24
554,3,5,12,9,0,1,3,4,1,1201,24
555,4,5,8,3,0,1,2,3,1,1201,24
