,HINCP,NP,AGEP,RAC1P,ESR,SEX,WIF,HUPAC,HHT,PUMA,ST
89,5,3,38,1,1,1,3,4,1,1202,24
90,4,5,28,2,1,2,3,2,1,1202,24
91,4,4,25,2,1,1,3,3,2,1202,24
92,5,4,32,2,1,1,3,3,1,1202,24
93,4,4,29,2,1,1,3,3,1,1202,24
94,4,4,25,2,1,2,3,2,2,1202,24
95,4,4,26,2,1,2,3,2,2,1202,24
96,3,4,31,2,1,2,3,2,3,1202,24
97,4,4,27,2,1,2,3,2,3,1202,24
98,4,3,62,1,5,1,2,4,1,1202,24
99,3,4,41,2,2,2,3,3,3,1202,24
100,4,4,25,2,1,1,3,3,2,1202,24
101,4,4,35,2,2,2,3,3,1,1202,24
102,3,3,67,2,6,2,2,4,1,1202,24
103,4,4,27,2,1,2,3,2,1,1202,24
104,4,3,48,2,4,2,3,4,1,1202,24
105,3,4,45,2,3,2,3,3,3,1202,24
106,3,3,53,2,5,2,2,3,3,1202,24
107,4,5,26,2,1,1,3,2,1,1202,24
108,4,4,31,2,1,2,3,3,1,1202,24
109,3,4,36,2,1,2,3,3,3,1202,24
110,4,5,24,2,1,1,3,2,1,1202,24
111,4,4,29,2,1,1,3,3,1,1202,24
112,3,3,64,2,6,2,2,4,1,1202,24
113,4,4,37,1,1,1,3,4,1,1202,24
114,5,4,37,1,1,1,3,4,1,1202,24
115,4,5,28,2,1,2,3,2,1,1202,24
116,4,4,32,2,1,1,3,3,3,1202,24
117,4,5,28,2,1,2,3,2,1,1202,24
118,5,5,25,2,1,2,3,2,1,1202,24
119,3,3,53,2,4,2,2,3,3,1202,24
120,4,4,30,2,1,2,3,3,1,1202,24
121,4,3,43,2,2,1,3,4,1,1202,24
122,4,3,55,1,3,1,2,4,1,1202,24
123,3,3,42,2,3,1,2,4,3,1202,24
124,4,4,30,2,1,2,3,2,2,1202,24
125,4,5,26,2,1,2,3,2,1,1202,24
126,4,3,49,1,2,1,3,4,1,1202,24
127,5,4,27,2,1,2,3,3,1,1202,24
128,4,4,32,2,1,1,3,3,1,1202,24
129,3,3,48,2,3,2,3,3,3,1202,24
130,4,4,29,2,1,2,3,2,3,1202,24
131,4,3,52,1,2,1,3,4,1,1202,24
132,4,5,23,2,1,1,3,2,1,1202,24
133,4,5,28,2,1,2,3,2,1,1202,24
134,3,3,54,2,5,2,2,3,3,1202,24
135,4,3,50,1,3,1,3,4,1,1202,24
136,5,4,27,2,1,2,3,3,1,1202,24
137,4,4,32,2,1,2,3,3,1,1202,24
138,4,4,27,2,1,2,3,2,3,1202,24
139,3,3,68,2,6,2,1,4,1,1202,24
140,4,4,35,2,1,1,3,3,1,1202,24
141,4,4,28,2,1,1,3,3,1,1202,24
142,3,4,30,2,1,2,3,2,3,1202,24
143,4,4,26,2,1,2,3,2,2,1202,24
144,4,4,43,2,3,2,3,4,1,1202,24
145,4,5,25,2,1,1,3,2,1,1202,24
146,4,4,30,2,1,2,3,3,1,1202,24
147,4,4,37,2,2,2,3,3,1,1202,24
148,5,3,55,1,2,1,3,4,1,1202,24
149,3,4,35,2,1,2,3,3,3,1202,24
150,5,4,37,2,2,2,3,4,1,1202,24
151,3,3,66,2,6,2,2,4,1,1202,24
152,4,4,28,2,1,1,3,3,1,1202,24
153,4,4,43,1,2,1,3,4,1,1202,24
154,4,4,30,2,1,1,3,3,1,1202,24
155,4,4,38,2,2,2,3,3,1,1202,24
156,4,4,38,1,1,1,3,4,1,1202,24
157,5,4,28,2,1,2,3,3,1,1202,24
158,4,4,30,2,1,2,3,2,2,1202,24
159,4,4,28,2,1,2,3,2,1,1202,24
160,3,3,49,2,5,1,2,4,3,1202,24
161,4,4,41,2,3,2,3,4,1,1202,24
162,5,4,30,2,1,2,3,3,1,1202,24
163,4,4,33,2,1,1,3,3,2,1202,24
164,3,4,35,2,1,2,3,2,3,1202,24
165,4,4,39,2,3,2,3,2,2,1202,24
166,4,5,25,2,1,1,3,2,1,1202,24
167,4,3,58,1,4,1,2,4,1,1202,24
168,4,4,44,2,4,2,3,3,1,1202,24
169,4,4,37,2,2,2,3,3,1,1202,24
170,4,4,36,2,1,1,3,3,1,1202,24
171,5,3,39,2,2,2,3,4,1,1202,24
172,4,4,31,2,2,2,3,2,1,1202,24
173,4,4,43,2,3,2,3,3,1,1202,24
174,4,4,36,2,1,1,3,3,1,1202,24
175,4,4,31,2,1,1,3,3,1,1202,24
176,4,3,56,2,5,2,3,4,1,1202,24
177,3,3,60,2,5,2,2,3,3,1202,24
178,4,5,25,2,1,2,3,2,1,1202,24
179,4,3,50,1,3,1,2,4,2,1202,24
180,5,5,25,2,1,1,3,2,1,1202,24
181,3,4,40,2,2,2,3,3,3,1202,24
182,5,4,29,2,1,2,3,3,1,1202,24
183,4,4,37,2,3,2,3,3,1,1202,24
184,3,3,71,1,6,1,2,4,1,1202,24
185,3,3,39,2,4,1,2,4,3,1202,24
186,3,2,74,1,6,1,2,4,1,1202,24
187,4,5,27,2,1,2,3,2,1,1202,24
188,4,4,33,2,2,2,3,2,1,1202,24
189,4,4,35,2,2,2,3,2,1,1202,24
190,5,4,34,2,1,2,3,3,1,1202,24
191,4,3,42,1,1,1,3,4,1,1202,24
192,3,3,51,2,5,2,2,3,1,1202,24
193,4,4,36,1,1,1,3,3,1,1202,24
194,4,4,27,2,1,2,3,2,2,1202,24
195,4,4,44,2,4,2,3,3,1,1202,24
196,4,4,29,2,1,2,3,2,1,1202,24
197,3,3,44,2,2,2,3,3,3,1202,24
198,4,4,30,2,1,2,3,2,1,1202,24
199,4,4,30,2,1,1,3,3,2,1202,24
200,4,3,61,1,4,1,2,4,1,1202,24
201,4,4,42,1,1,1,3,4,1,1202,24
202,4,4,47,2,5,2,2,3,1,1202,24
203,3,3,54,2,4,2,2,3,3,1202,24
204,4,4,45,2,4,2,3,4,1,1202,24
205,4,4,31,2,1,1,3,3,1,1202,24
206,4,5,24,2,1,1,3,2,1,1202,24
207,4,4,29,2,1,2,3,2,3,1202,24
208,4,4,29,2,1,1,3,3,2,1202,24
209,4,4,30,2,1,1,3,3,1,1202,24
210,4,3,54,2,5,2,2,3,1,1202,24
211,4,4,27,2,1,1,3,3,1,1202,24
212,4,4,45,2,4,2,3,3,1,1202,24
213,4,4,31,2,1,1,3,3,1,1202,24
214,5,4,28,2,1,1,3,3,1,1202,24
215,3,3,69,2,6,2,1,4,1,1202,24
216,4,4,32,2,2,2,3,2,1,1202,24
217,4,3,62,1,4,1,2,4,1,1202,24
218,4,4,47,2,5,2,3,3,1,1202,24
219,4,5,25,2,1,2,3,2,1,1202,24
220,4,4,30,2,1,1,3,3,1,1202,24
221,5,5,26,2,1,1,3,2,1,1202,24
222,4,4,44,2,3,2,3,3,1,1202,24
223,3,3,60,2,6,2,2,4,1,1202,24
224,4,4,32,2,1,1,3,3,1,1202,24
225,3,3,53,2,5,2,2,3,1,1202,24
226,3,3,30,2,2,1,2,4,3,1202,24
227,3,2,74,1,6,1,1,4,1,1202,24
228,3,3,46,2,4,1,2,4,3,1202,24
229,4,4,22,2,1,1,3,2,2,1202,24
230,3,3,31,2,1,2,3,3,3,1202,24
231,3,4,35,2,1,2,3,3,3,1202,24
232,4,4,30,2,1,2,3,3,1,1202,24
233,4,4,31,2,1,1,3,3,1,1202,24
234,3,3,55,2,5,2,2,3,1,1202,24
235,4,2,74,1,6,1,2,4,1,1202,24
236,4,5,24,2,1,1,3,2,1,1202,24
237,4,5,26,2,1,2,3,2,1,1202,24
238,4,5,25,2,1,1,3,2,1,1202,24
239,4,4,22,2,1,1,3,2,2,1202,24
240,4,5,22,2,1,1,3,2,1,1202,24
241,3,4,22,3,1,1,3,3,3,1202,24
242,3,2,74,2,6,2,1,4,2,1202,24
243,4,4,33,2,1,1,3,3,1,1202,24
244,4,4,28,2,1,1,3,3,1,1202,24
245,3,4,43,2,3,2,3,3,3,1202,24
246,4,5,23,2,1,2,3,2,1,1202,24
247,3,3,69,1,6,1,2,4,1,1202,24
248,4,4,31,2,1,1,3,3,1,1202,24
249,4,3,56,2,6,2,2,4,1,1202,24
250,5,3,40,2,2,2,3,4,1,1202,24
251,4,5,26,2,1,2,3,2,1,1202,24
252,4,4,32,2,1,1,3,3,1,1202,24
253,4,5,22,2,1,2,3,2,1,1202,24
254,4,4,31,2,1,1,3,3,1,1202,24
255,4,4,27,2,1,2,3,2,3,1202,24
256,4,4,41,2,2,1,3,3,1,1202,24
257,4,3,63,1,5,1,2,4,1,1202,24
258,5,4,34,1,1,1,3,4,1,1202,24
259,5,4,27,2,1,2,3,3,1,1202,24
260,4,5,27,2,1,2,3,2,1,1202,24
261,4,4,39,2,2,2,3,3,1,1202,24
262,5,4,34,1,1,1,3,4,1,1202,24
263,3,3,68,2,6,2,1,4,1,1202,24
264,5,4,31,1,1,1,3,4,1,1202,24
265,5,4,32,2,1,2,3,3,1,1202,24
266,4,3,40,1,1,1,3,4,1,1202,24
267,5,5,26,2,1,2,3,3,1,1202,24
268,4,4,39,2,3,2,3,3,1,1202,24
269,4,5,24,2,1,1,3,2,1,1202,24
270,3,3,61,2,6,2,2,4,1,1202,24
271,4,3,49,2,5,2,3,3,1,1202,24
272,4,5,27,2,1,2,3,2,1,1202,24
273,4,5,27,2,1,2,3,2,1,1202,24
274,3,4,42,2,2,2,3,3,3,1202,24
275,4,5,22,2,1,1,3,2,1,1202,24
276,3,3,61,2,6,2,2,4,1,1202,24
277,4,4,42,2,3,2,3,4,1,1202,24
278,3,3,58,2,6,2,2,4,1,1202,24
279,4,4,32,2,1,1,3,3,1,1202,24
280,4,3,42,1,1,1,3,4,1,1202,24
281,5,5,25,2,1,2,3,2,1,1202,24
282,4,4,23,2,1,1,3,2,2,1202,24
283,4,4,22,2,1,1,3,2,2,1202,24
284,4,4,25,3,1,2,3,2,3,1202,24
285,4,4,31,2,2,2,3,2,1,1202,24
286,5,5,27,2,1,1,3,3,1,1202,24
287,4,4,28,2,1,1,3,3,1,1202,24
288,4,3,59,2,6,2,2,4,1,1202,24
289,5,4,32,1,1,1,3,3,1,1202,24
290,4,5,26,2,1,2,3,2,1,1202,24
291,5,3,43,1,1,1,3,4,1,1202,24
292,4,5,22,2,1,1,3,2,1,1202,24
293,5,4,30,2,1,1,3,3,1,1202,24
294,4,5,22,2,1,1,3,2,1,1202,24
295,3,4,33,2,1,2,3,2,3,1202,24
296,3,4,24,3,1,1,3,3,3,1202,24
297,3,4,37,2,1,2,3,3,3,1202,24
298,3,3,71,1,6,1,2,4,1,1202,24
299,3,4,33,2,1,2,3,3,3,1202,24
300,5,3,40,1,1,1,3,4,1,1202,24
301,4,4,44,2,3,2,3,4,1,1202,24
302,3,3,52,2,5,2,2,3,1,1202,24
303,4,4,32,2,1,2,3,2,3,1202,24
304,4,4,37,2,2,2,3,3,1,1202,24
305,4,4,31,2,1,2,3,2,3,1202,24
306,3,4,48,2,4,2,2,3,2,1202,24
307,5,5,27,2,1,1,3,3,1,1202,24
308,5,4,29,2,1,2,3,3,1,1202,24
309,3,4,38,2,2,2,3,3,3,1202,24
310,5,4,34,1,1,1,3,4,1,1202,24
311,4,4,26,2,1,1,3,3,2,1202,24
312,4,4,37,2,2,2,3,3,1,1202,24
313,4,4,40,1,1,1,3,4,1,1202,24
314,4,4,40,2,2,1,3,3,2,1202,24
315,4,5,26,2,1,2,3,2,1,1202,24
316,4,3,53,1,3,1,2,4,1,1202,24
317,5,4,29,2,1,2,3,3,1,1202,24
318,4,5,24,2,1,2,3,2,1,1202,24
319,3,4,31,2,1,2,3,3,3,1202,24
320,4,5,23,2,1,2,3,2,1,1202,24
321,4,4,26,2,1,2,3,2,2,1202,24
322,4,4,28,2,1,1,3,3,1,1202,24
323,3,4,23,2,1,1,3,3,3,1202,24
324,3,3,42,2,2,2,3,3,3,1202,24
325,4,5,24,2,1,2,3,2,1,1202,24
326,4,4,34,2,1,1,3,3,1,1202,24
327,5,4,34,2,1,2,3,3,1,1202,24
328,4,4,25,2,1,1,3,3,2,1202,24
329,3,3,54,2,4,2,2,3,3,1202,24
330,3,4,32,2,1,2,3,3,3,1202,24
331,4,3,54,1,3,1,3,4,1,1202,24
332,4,4,42,2,2,1,3,4,1,1202,24
333,4,5,25,2,1,2,3,2,1,1202,24
334,3,3,54,2,5,2,2,3,1,1202,24
335,3,2,71,1,6,1,1,4,2,1202,24
336,4,5,28,2,1,2,3,2,1,1202,24
337,4,4,39,2,3,2,3,3,1,1202,24
338,3,4,27,2,1,2,3,2,3,1202,24
339,3,3,63,2,6,2,2,4,1,1202,24
340,4,4,31,2,1,1,3,3,1,1202,24
341,4,4,25,2,1,1,3,3,2,1202,24
342,3,4,33,2,1,2,3,3,3,1202,24
343,4,4,26,2,1,2,3,2,3,1202,24
344,4,4,35,2,1,2,3,3,1,1202,24
345,4,4,26,2,1,1,3,2,1,1202,24
346,4,4,34,2,2,2,3,3,1,1202,24
347,4,4,31,2,1,2,3,3,1,1202,24
348,5,4,32,2,1,1,3,3,1,1202,24
349,3,3,46,2,3,2,3,3,3,1202,24
350,5,3,48,2,3,2,3,4,1,1202,24
351,4,4,35,2,2,2,3,3,1,1202,24
352,4,4,35,2,1,1,3,3,1,1202,24
353,4,3,44,1,2,1,3,4,1,1202,24
354,4,4,39,1,1,1,3,4,1,1202,24
355,4,5,29,2,1,2,3,3,1,1202,24
356,4,3,49,1,3,1,3,4,1,1202,24
357,4,5,26,2,1,2,3,2,1,1202,24
358,4,5,24,2,1,1,3,2,1,1202,24
359,4,5,23,2,1,2,3,2,1,1202,24
360,3,3,28,2,1,1,2,3,3,1202,24
361,4,3,44,2,3,2,3,4,1,1202,24
362,3,3,58,2,6,2,2,3,1,1202,24
363,4,4,37,2,1,1,3,3,1,1202,24
364,3,3,38,2,1,2,3,3,3,1202,24
365,3,3,54,2,4,2,2,3,3,1202,24
366,5,4,33,1,1,1,3,3,1,1202,24
367,4,3,60,1,4,1,2,4,1,1202,24
368,4,3,53,2,5,2,3,4,1,1202,24
369,4,5,27,2,1,2,3,2,1,1202,24
370,5,4,28,2,1,1,3,3,1,1202,24
371,5,4,37,2,2,2,3,4,1,1202,24
372,4,4,42,2,4,2,3,3,1,1202,24
373,4,5,28,2,1,2,3,2,1,1202,24
374,4,4,27,2,1,1,3,3,2,1202,24
375,4,5,24,2,1,1,3,2,1,1202,24
376,4,3,47,2,4,2,3,4,1,1202,24
377,3,3,69,2,6,2,1,4,2,1202,24
378,4,4,30,2,1,2,3,3,1,1202,24
379,4,3,66,1,5,1,2,4,1,1202,24
380,4,5,25,2,1,2,3,2,1,1202,24
381,4,4,26,2,1,2,3,2,2,1202,24
382,4,5,26,2,1,2,3,2,1,1202,24
383,4,3,56,2,6,2,2,4,1,1202,24
384,3,3,69,1,6,1,2,4,1,1202,24
385,4,4,33,2,1,1,3,3,2,1202,24
386,3,2,73,1,6,1,1,4,1,1202,24
387,4,4,32,2,1,2,3,3,1,1202,24
388,4,5,22,2,1,2,3,2,2,1202,24
389,3,4,32,2,1,2,3,2,3,1202,24
390,4,4,38,2,3,2,3,3,1,1202,24
391,4,4,28,2,1,1,3,3,1,1202,24
392,4,4,35,2,2,2,3,3,1,1202,24
393,4,4,35,2,1,1,3,3,2,1202,24
394,4,4,29,2,1,2,3,2,1,1202,24
395,4,3,59,2,6,2,2,4,1,1202,24
396,4,4,41,2,3,2,3,3,1,1202,24
397,4,5,26,2,1,2,3,2,1,1202,24
398,4,3,48,2,4,2,3,4,1,1202,24
399,5,5,25,2,1,2,3,2,1,1202,24
400,4,3,66,1,5,1,2,4,1,1202,24
401,5,3,43,1,1,1,3,4,1,1202,24
402,3,4,42,2,2,2,3,3,3,1202,24
403,3,4,41,2,2,2,3,3,3,1202,24
404,5,4,32,1,1,2,4,4,1,1202,24
405,4,3,48,1,2,1,3,4,1,1202,24
406,4,4,42,1,2,1,3,4,1,1202,24
407,4,4,29,2,1,2,3,2,3,1202,24
408,4,4,26,2,1,1,3,2,1,1202,24
409,5,4,28,2,1,1,3,3,1,1202,24
410,4,4,33,2,2,2,3,3,1,1202,24
411,4,5,25,2,1,1,3,2,1,1202,24
412,4,3,49,2,5,2,3,3,1,1202,24
413,4,4,30,2,1,1,3,3,1,1202,24
414,4,3,61,1,4,1,2,4,1,1202,24
415,3,3,64,2,6,2,2,4,2,1202,24
416,5,4,30,1,1,1,4,4,1,1202,24
417,4,3,45,1,2,1,3,4,1,1202,24
418,3,4,51,2,5,2,2,3,2,1202,24
419,4,4,29,2,1,2,3,2,1,1202,24
420,4,5,25,2,1,1,3,2,1,1202,24
421,5,5,26,2,1,1,3,3,1,1202,24
422,4,3,46,2,4,2,3,4,1,1202,24
423,4,3,56,2,6,2,2,4,1,1202,24
424,5,5,27,2,1,1,3,3,1,1202,24
425,3,4,51,2,5,2,2,3,2,1202,24
426,3,3,45,2,4,1,2,4,3,1202,24
427,3,3,69,1,6,1,2,4,1,1202,24
428,3,3,54,1,5,1,2,4,2,1202,24
429,4,4,22,2,1,1,3,3,3,1202,24
430,3,4,28,2,1,2,3,2,3,1202,24
431,4,4,30,2,1,2,3,2,3,1202,24
432,5,4,32,2,1,2,3,3,1,1202,24
433,4,4,28,2,1,1,3,3,1,1202,24
434,4,3,53,2,5,2,2,3,1,1202,24
435,3,3,64,1,6,1,2,4,1,1202,24
436,4,5,26,2,1,1,3,2,1,1202,24
437,4,5,22,2,1,1,3,2,1,1202,24
438,4,4,27,2,1,1,3,3,2,1202,24
439,4,4,31,2,1,1,3,3,1,1202,24
440,5,4,29,2,1,1,3,3,1,1202,24
441,4,4,25,2,1,1,3,3,2,1202,24
442,3,3,60,2,5,2,2,3,3,1202,24
443,5,3,35,1,1,2,4,4,1,1202,24
444,4,5,22,2,1,1,3,2,1,1202,24
445,4,4,35,2,2,2,3,2,1,1202,24
446,4,5,22,2,1,1,3,2,1,1202,24
447,4,3,45,2,3,1,3,4,2,1202,24
448,4,4,31,2,1,1,3,3,1,1202,24
449,3,3,64,2,6,2,2,4,1,1202,24
450,4,3,63,2,6,2,2,4,1,1202,24
451,4,4,30,2,1,2,3,3,1,1202,24
452,4,4,33,2,1,1,3,3,1,1202,24
453,5,5,27,2,1,1,3,3,1,1202,24
454,4,3,42,2,2,1,3,4,2,1202,24
455,4,4,24,2,1,1,3,2,2,1202,24
456,5,5,27,2,1,1,3,3,1,1202,24
457,4,3,57,1,3,1,3,4,1,1202,24
458,4,3,55,1,3,1,3,4,1,1202,24
459,4,4,28,2,1,2,3,3,1,1202,24
460,4,4,29,2,1,2,3,2,2,1202,24
461,5,3,39,2,2,2,3,4,1,1202,24
462,5,5,26,2,1,1,3,3,1,1202,24
463,3,3,68,2,6,2,1,4,1,1202,24
464,5,5,26,2,1,1,3,3,1,1202,24
465,4,4,29,2,1,2,3,2,2,1202,24
466,5,3,43,1,1,1,3,4,1,1202,24
467,5,4,26,2,1,2,3,3,1,1202,24
468,4,5,24,2,1,2,3,2,1,1202,24
469,5,4,34,1,1,1,3,4,1,1202,24
470,4,4,35,2,1,2,3,3,1,1202,24
471,4,4,33,2,2,2,3,3,1,1202,24
472,4,5,27,2,1,2,3,2,1,1202,24
473,4,5,25,2,1,2,3,2,1,1202,24
474,4,4,28,2,1,2,3,2,3,1202,24
475,4,5,27,2,1,1,3,2,1,1202,24
476,4,4,41,2,4,2,3,3,1,1202,24
477,4,5,25,2,1,2,3,2,1,1202,24
478,4,3,61,2,6,2,2,4,1,1202,24
479,4,4,38,1,1,1,3,4,1,1202,24
480,4,4,28,2,1,1,3,3,1,1202,24
481,5,3,40,2,2,2,3,4,1,1202,24
482,4,4,25,2,1,1,3,2,1,1202,24
483,3,4,25,2,1,1,3,3,3,1202,24
484,3,4,47,2,3,2,3,3,3,1202,24
485,4,4,40,2,3,2,3,3,1,1202,24
486,4,4,32,2,1,1,3,3,1,1202,24
487,5,3,38,1,1,1,3,4,1,1202,24
488,3,3,67,2,6,2,2,4,1,1202,24
489,4,3,44,1,1,1,3,4,1,1202,24
490,4,5,25,2,1,2,3,2,1,1202,24
491,4,3,51,1,3,1,3,4,1,1202,24
492,4,4,30,2,1,1,3,3,1,1202,24
493,5,4,34,1,1,1,3,4,1,1202,24
494,4,4,26,2,1,1,3,2,1,1202,24
495,4,4,33,2,1,2,3,2,2,1202,24
496,3,4,24,3,1,1,3,2,3,1202,24
497,4,4,27,2,1,2,3,2,2,1202,24
498,4,3,59,1,4,1,2,4,1,1202,24
499,3,3,39,2,2,2,3,3,3,1202,24
500,4,3,49,1,2,1,3,4,1,1202,24
501,4,4,31,2,1,2,3,3,1,1202,24
502,4,3,59,2,6,2,2,4,1,1202,24
503,4,4,31,2,1,2,3,2,1,1202,24
504,3,3,52,2,5,2,2,3,1,1202,24
505,4,4,25,2,1,2,3,2,3,1202,24
506,3,3,57,2,5,2,2,3,3,1202,24
507,5,5,27,2,1,1,3,3,1,1202,24
508,4,4,43,2,3,2,3,3,1,1202,24
509,3,4,39,2,2,2,3,3,3,1202,24
510,4,3,48,1,2,1,3,4,1,1202,24
511,4,5,25,2,1,2,3,2,1,1202,24
512,4,4,33,2,2,2,3,3,1,1202,24
513,4,5,26,2,1,1,3,2,1,1202,24
514,4,3,49,1,3,1,3,4,1,1202,24
515,5,4,32,2,1,2,3,3,1,1202,24
516,5,3,45,1,1,1,3,4,1,1202,24
517,5,3,39,1,1,2,4,4,1,1202,24
518,4,4,38,2,2,2,3,4,1,1202,24
519,3,4,29,2,1,2,3,2,3,1202,24
520,4,4,28,2,1,2,3,2,1,1202,24
521,4,4,27,2,1,1,3,2,1,1202,24
522,4,3,45,1,2,1,3,4,1,1202,24
523,4,4,22,2,1,1,3,2,3,1202,24
524,3,4,37,2,1,2,3,3,3,1202,24
525,4,5,26,2,1,2,3,2,1,1202,24
526,4,3,62,1,5,1,2,4,1,1202,24
527,4,4,34,2,2,2,3,2,1,1202,24
528,4,4,21,2,1,1,3,2,2,1202,24
529,3,3,41,2,2,2,3,3,3,1202,24
530,3,3,43,2,2,2,3,3,3,1202,24
531,3,2,76,1,6,1,1,4,1,1202,24
532,3,3,49,1,4,1,2,4,2,1202,24
533,4,5,26,2,1,2,3,2,1,1202,24
534,3,3,61,2,6,2,2,3,1,1202,24
535,3,3,66,1,6,1,2,4,1,1202,24
536,4,5,24,2,1,2,3,2,1,1202,24
537,4,4,37,2,2,2,3,3,1,1202,24
538,3,4,22,3,1,1,3,3,3,1202,24
539,5,4,36,2,1,2,3,3,1,1202,24
540,4,3,44,1,1,1,3,4,1,1202,24
541,5,5,26,2,1,1,3,3,1,1202,24
542,3,4,36,2,1,2,3,3,3,1202,24
543,3,4,28,2,1,2,3,2,3,1202,24
544,4,5,29,2,1,2,3,3,1,1202,24
545,4,5,22,2,1,1,3,2,1,1202,24
546,4,5,28,2,1,2,3,3,1,1202,24
547,4,4,32,2,1,2,3,3,1,1202,24
548,4,3,60,1,4,1,2,4,1,1202,24
549,3,3,44,2,2,2,3,3,3,1202,24
550,5,4,26,2,1,2,3,3,1,1202,24
551,3,3,64,2,6,2,2,4,1,1202,24
552,4,5,22,2,1,2,3,2,1,1202,24
553,4,3,67,1,5,1,2,4,1,1202,24
554,5,3,42,1,1,1,3,4,1,1202,24
555,4,4,28,2,1,2,3,2,1,1202,24
