,HINCP,NP,AGEP,RAC1P,ESR,SEX,WIF,HUPAC,HHT,PUMA,ST
157,5,4,25,2,1,2,3,2,1,1203,24
158,5,3,36,1,1,1,3,3,1,1203,24
159,5,4,32,1,1,1,3,3,1,1203,24
160,4,3,22,3,2,1,2,2,3,1203,24
161,5,4,23,1,1,2,3,2,1,1203,24
162,5,4,27,1,1,1,3,2,1,1203,24
163,5,3,40,1,1,2,3,3,1,1203,24
164,5,3,46,2,4,1,2,4,1,1203,24
165,5,4,22,1,1,2,3,2,1,1203,24
166,5,4,23,2,1,1,3,2,1,1203,24
167,4,4,28,1,2,2,3,2,2,1203,24
168,5,4,26,2,1,2,3,2,1,1203,24
169,5,3,38,1,1,1,3,3,1,1203,24
170,5,4,30,1,1,1,3,2,1,1203,24
171,5,3,37,1,1,1,3,3,1,1203,24
172,5,3,51,1,2,1,2,4,1,1203,24
173,3,3,28,2,2,2,2,2,3,1203,24
174,5,4,26,1,1,1,3,2,1,1203,24
175,5,3,39,1,2,1,3,3,1,1203,24
176,5,4,28,1,1,1,3,2,1,1203,24
177,4,3,31,1,1,2,2,3,3,1203,24
178,5,3,39,1,2,1,3,3,1,1203,24
179,5,4,23,2,1,1,3,2,1,1203,24
180,5,3,41,1,1,1,3,3,1,1203,24
181,4,2,61,1,6,2,1,4,1,1203,24
182,4,3,54,1,6,2,2,4,1,1203,24
183,4,4,23,3,2,2,3,2,2,1203,24
184,5,3,36,1,2,1,3,3,1,1203,24
185,5,4,23,1,1,2,3,2,1,1203,24
186,5,3,46,1,2,1,3,4,1,1203,24
187,4,4,22,2,1,1,3,2,2,1203,24
188,5,4,23,1,1,2,3,2,1,1203,24
189,5,4,24,1,1,2,3,2,1,1203,24
190,5,3,33,1,1,1,3,3,1,1203,24
191,5,3,48,1,2,1,3,4,1,1203,24
192,4,4,22,3,1,1,2,2,2,1203,24
193,5,4,25,1,1,2,3,2,1,1203,24
194,5,3,36,1,1,1,3,3,1,1203,24
195,5,3,38,1,1,1,3,3,1,1203,24
196,5,4,25,1,1,1,3,2,1,1203,24
197,5,4,23,2,1,1,3,2,1,1203,24
198,5,4,23,2,1,1,3,2,1,1203,24
199,4,3,31,1,2,2,2,2,3,1203,24
200,5,4,25,1,1,2,3,2,1,1203,24
201,4,2,64,1,5,1,1,4,1,1203,24
202,4,2,63,1,6,2,1,4,1,1203,24
203,5,4,27,1,1,1,3,2,1,1203,24
204,4,2,71,1,6,1,1,4,1,1203,24
205,5,4,22,1,1,2,3,2,1,1203,24
206,5,4,24,2,1,1,3,2,1,1203,24
207,5,4,23,1,1,2,3,2,1,1203,24
208,5,4,32,1,2,2,3,3,1,1203,24
209,5,3,41,1,2,2,3,3,1,1203,24
210,5,3,33,1,1,2,3,3,1,1203,24
211,4,3,54,1,5,2,2,4,1,1203,24
212,5,3,38,1,1,2,3,3,1,1203,24
213,3,3,35,2,2,2,2,3,3,1203,24
214,4,3,55,1,5,2,2,4,1,1203,24
215,5,3,34,1,1,1,3,3,1,1203,24
216,5,3,51,1,1,1,3,4,1,1203,24
217,5,4,24,2,1,2,3,2,1,1203,24
218,4,2,71,1,6,1,1,4,1,1203,24
219,5,3,42,1,1,1,3,4,1,1203,24
220,5,4,29,2,2,2,3,2,1,1203,24
221,4,2,64,1,6,2,1,4,1,1203,24
222,4,2,77,1,6,1,1,4,1,1203,24
223,5,3,42,2,3,2,3,3,1,1203,24
224,5,4,27,1,1,2,3,3,1,1203,24
225,5,3,33,1,1,2,3,3,1,1203,24
226,5,4,24,2,1,1,3,2,1,1203,24
227,5,2,59,1,3,1,2,4,1,1203,24
228,5,4,22,1,1,2,3,2,1,1203,24
229,5,3,34,1,1,2,3,3,1,1203,24
230,5,4,29,2,2,1,3,2,1,1203,24
231,4,4,28,1,1,2,3,2,2,1203,24
232,5,4,27,1,1,1,3,2,1,1203,24
233,5,3,38,2,3,1,3,3,1,1203,24
234,5,4,24,2,1,2,3,2,1,1203,24
235,5,4,30,2,2,1,3,2,1,1203,24
236,5,4,28,2,1,1,3,2,1,1203,24
237,5,4,23,2,1,1,3,2,1,1203,24
238,5,3,41,1,2,2,3,3,1,1203,24
239,5,3,47,1,2,2,3,4,1,1203,24
240,5,3,44,1,3,2,3,4,1,1203,24
241,5,4,28,2,1,1,3,2,1,1203,24
242,5,4,25,2,1,2,3,2,1,1203,24
243,5,3,53,1,4,1,2,4,1,1203,24
244,5,3,35,2,2,2,3,3,1,1203,24
245,4,4,28,1,1,2,3,2,2,1203,24
246,5,3,39,1,1,1,3,3,1,1203,24
247,5,4,34,1,2,2,3,3,1,1203,24
248,4,4,23,2,1,1,2,2,2,1203,24
249,5,3,46,1,1,1,3,4,1,1203,24
250,5,4,28,1,1,1,3,2,1,1203,24
251,5,3,37,1,1,2,3,3,1,1203,24
252,5,3,35,1,1,2,3,3,1,1203,24
253,5,3,44,1,1,1,3,4,1,1203,24
254,5,3,48,1,2,1,2,4,1,1203,24
255,4,2,63,1,4,1,2,4,1,1203,24
256,5,3,44,1,1,1,3,4,1,1203,24
257,4,4,28,1,1,2,3,2,2,1203,24
258,5,4,28,1,1,1,3,2,1,1203,24
259,5,4,29,1,1,2,3,3,1,1203,24
260,5,3,35,1,1,1,3,3,1,1203,24
261,5,4,24,2,1,1,3,2,1,1203,24
262,5,4,31,1,1,2,3,3,1,1203,24
263,5,4,28,2,1,1,3,2,1,1203,24
264,4,2,75,1,6,1,1,4,1,1203,24
265,5,4,26,1,1,2,3,2,1,1203,24
266,5,4,25,1,1,2,3,2,1,1203,24
267,5,3,39,1,2,1,3,3,1,1203,24
268,5,3,35,1,1,1,3,3,1,1203,24
269,5,3,33,1,1,1,3,3,1,1203,24
270,5,3,32,1,1,1,3,3,1,1203,24
271,5,4,23,1,1,2,3,2,1,1203,24
272,5,3,38,1,1,2,3,3,1,1203,24
273,5,4,23,1,1,2,3,2,1,1203,24
274,5,4,29,1,1,1,3,2,1,1203,24
275,5,3,45,1,2,1,3,4,1,1203,24
276,4,3,54,1,4,1,2,4,1,1203,24
277,5,3,39,1,3,2,3,3,1,1203,24
278,5,4,24,1,1,2,3,2,1,1203,24
279,4,2,68,1,6,1,1,4,1,1203,24
280,4,4,24,2,1,1,2,2,2,1203,24
281,3,3,30,2,2,2,2,2,3,1203,24
282,4,2,69,1,6,1,1,4,1,1203,24
283,4,3,22,2,1,1,2,2,3,1203,24
284,5,4,26,1,1,1,3,2,1,1203,24
285,5,4,29,1,1,1,3,2,1,1203,24
286,5,4,22,2,1,1,3,2,1,1203,24
287,5,4,24,2,1,1,3,2,1,1203,24
288,5,3,44,1,2,1,3,4,1,1203,24
289,5,4,30,1,1,2,3,3,1,1203,24
290,5,4,22,1,1,2,3,2,1,1203,24
291,5,4,30,1,1,1,3,2,1,1203,24
292,5,3,45,1,1,1,3,4,1,1203,24
293,5,4,23,2,1,2,3,2,1,1203,24
294,5,4,24,1,1,2,3,2,1,1203,24
295,5,4,30,1,1,2,3,3,1,1203,24
296,5,4,25,1,1,1,3,2,1,1203,24
297,3,3,32,1,1,2,2,2,3,1203,24
298,5,4,25,1,1,2,3,2,1,1203,24
299,4,3,22,2,1,1,2,2,3,1203,24
300,5,3,38,1,1,1,3,3,1,1203,24
301,5,4,28,1,1,1,3,2,1,1203,24
302,5,3,43,1,3,2,3,3,1,1203,24
303,4,2,64,1,6,2,1,4,1,1203,24
304,5,4,30,1,1,1,3,3,1,1203,24
305,4,3,23,3,2,1,2,2,3,1203,24
306,4,2,65,1,5,1,1,4,1,1203,24
307,5,3,35,1,1,1,3,3,1,1203,24
308,5,3,34,1,1,1,3,3,1,1203,24
309,4,4,28,2,2,2,3,2,2,1203,24
310,5,3,32,1,1,1,3,3,1,1203,24
311,5,3,48,1,5,2,2,4,1,1203,24
312,4,3,31,1,1,2,2,3,3,1203,24
313,4,2,59,1,4,1,2,4,1,1203,24
314,5,4,22,1,1,2,3,2,1,1203,24
315,5,3,35,1,2,2,3,3,1,1203,24
316,3,3,33,2,2,2,2,3,3,1203,24
317,4,2,63,1,4,1,2,4,1,1203,24
318,5,3,33,1,1,1,3,3,1,1203,24
319,5,4,22,2,1,1,3,2,1,1203,24
320,5,4,24,1,1,2,3,2,1,1203,24
321,5,3,52,1,5,2,2,4,1,1203,24
322,5,3,48,1,1,1,3,4,1,1203,24
323,5,4,27,1,1,2,3,3,1,1203,24
324,4,2,59,1,6,2,2,4,1,1203,24
325,4,4,29,1,2,2,3,2,2,1203,24
326,5,4,22,1,1,2,3,2,1,1203,24
327,5,3,39,1,1,1,3,3,1,1203,24
328,5,4,24,1,1,2,3,2,1,1203,24
329,3,3,34,2,2,2,2,3,3,1203,24
330,5,4,29,1,1,2,3,3,1,1203,24
331,5,4,26,1,1,1,3,2,1,1203,24
332,5,4,22,2,1,1,3,2,1,1203,24
333,5,4,22,1,1,2,3,2,1,1203,24
334,5,3,44,1,1,1,3,4,1,1203,24
335,4,4,24,3,2,2,2,2,2,1203,24
336,5,4,24,1,1,2,3,2,1,1203,24
337,5,3,48,1,2,2,3,4,1,1203,24
338,5,4,34,2,2,2,3,3,1,1203,24
339,5,4,28,1,1,1,3,2,1,1203,24
340,5,4,31,1,1,2,3,3,1,1203,24
341,5,3,35,1,1,2,3,3,1,1203,24
342,3,3,24,3,2,2,2,3,3,1203,24
343,5,4,28,1,1,1,3,2,1,1203,24
344,5,3,32,1,1,1,3,3,1,1203,24
345,5,3,43,1,1,2,3,4,1,1203,24
346,5,4,22,2,1,1,3,2,1,1203,24
347,4,4,24,2,1,2,3,2,2,1203,24
348,5,4,25,1,1,1,3,2,1,1203,24
349,5,3,34,1,1,1,3,3,1,1203,24
350,5,4,23,2,1,2,3,2,1,1203,24
351,5,3,34,1,1,2,3,3,1,1203,24
352,5,4,25,2,1,2,3,2,1,1203,24
353,5,3,34,1,2,2,3,3,1,1203,24
354,4,4,27,1,1,2,3,2,2,1203,24
355,5,3,36,1,1,1,3,3,1,1203,24
356,4,3,49,2,5,2,2,4,1,1203,24
357,5,4,24,2,1,2,3,2,1,1203,24
358,5,4,27,1,1,1,3,2,1,1203,24
359,5,3,46,1,1,1,3,4,1,1203,24
360,4,3,22,2,1,1,2,2,3,1203,24
361,5,4,22,1,1,2,3,2,1,1203,24
362,5,4,29,1,1,1,3,2,1,1203,24
363,5,3,41,1,3,2,3,3,1,1203,24
364,5,4,24,2,1,2,3,2,1,1203,24
365,5,4,23,1,1,2,3,2,1,1203,24
366,5,3,35,1,1,2,3,3,1,1203,24
367,4,4,30,1,1,2,2,2,3,1203,24
368,5,4,30,1,1,1,3,3,1,1203,24
369,5,4,24,2,1,1,3,2,1,1203,24
370,5,4,29,1,1,1,3,2,1,1203,24
371,5,3,54,1,2,1,2,4,1,1203,24
372,5,3,35,1,1,1,3,3,1,1203,24
373,4,4,28,1,1,2,3,2,3,1203,24
374,5,4,26,1,1,1,3,2,1,1203,24
375,5,3,44,1,1,1,3,4,1,1203,24
376,5,4,31,1,1,1,3,3,1,1203,24
377,5,4,25,1,1,2,3,2,1,1203,24
378,5,4,26,1,1,1,3,2,1,1203,24
379,5,2,59,1,1,1,2,4,1,1203,24
380,5,3,34,1,1,1,3,3,1,1203,24
381,4,3,49,1,4,1,2,4,1,1203,24
382,5,3,38,2,3,2,3,3,1,1203,24
383,4,4,30,1,2,2,2,2,3,1203,24
384,5,4,27,1,1,1,3,2,1,1203,24
385,5,4,24,2,1,2,3,2,1,1203,24
386,5,3,49,1,4,1,2,4,1,1203,24
387,4,4,22,2,1,1,2,2,2,1203,24
388,5,4,23,2,1,1,3,2,1,1203,24
389,5,4,26,2,1,2,3,2,1,1203,24
390,5,3,44,1,1,1,3,4,1,1203,24
391,5,3,51,1,3,1,2,4,1,1203,24
392,4,4,22,2,1,1,2,2,2,1203,24
393,5,4,25,1,1,2,3,2,1,1203,24
394,5,3,34,1,1,1,3,3,1,1203,24
395,4,4,25,1,1,1,3,2,1,1203,24
396,5,4,24,2,1,1,3,2,1,1203,24
397,5,3,38,1,1,1,3,3,1,1203,24
398,5,3,36,1,1,1,3,3,1,1203,24
399,3,3,33,2,2,2,2,3,3,1203,24
400,5,4,26,1,1,2,3,2,1,1203,24
401,5,3,52,1,3,1,2,4,1,1203,24
402,4,2,67,1,6,2,1,4,1,1203,24
403,5,3,42,1,1,1,3,3,1,1203,24
404,4,2,69,1,6,1,1,4,1,1203,24
405,5,4,27,1,1,2,3,2,1,1203,24
406,5,4,23,2,1,1,3,2,1,1203,24
407,5,4,24,2,1,1,3,2,1,1203,24
408,5,4,27,1,1,2,3,3,1,1203,24
409,5,3,39,1,3,2,3,3,1,1203,24
410,5,4,25,1,1,2,3,2,1,1203,24
411,4,3,57,1,6,2,2,4,1,1203,24
412,5,3,34,1,1,2,3,3,1,1203,24
413,3,3,31,1,1,2,2,2,3,1203,24
414,5,4,24,1,1,2,3,2,1,1203,24
415,4,2,63,1,5,1,2,4,1,1203,24
416,5,3,45,1,1,1,3,4,1,1203,24
417,3,3,33,1,2,2,2,2,3,1203,24
418,4,2,64,1,5,1,1,4,1,1203,24
419,5,3,35,1,1,1,3,3,1,1203,24
420,5,4,27,2,2,2,3,2,1,1203,24
421,4,2,67,1,6,1,1,4,1,1203,24
422,5,2,58,1,3,1,2,4,1,1203,24
423,5,3,43,1,2,2,3,4,1,1203,24
424,5,4,26,1,1,2,3,2,1,1203,24
425,5,4,22,1,1,2,3,2,1,1203,24
426,5,4,26,1,1,1,3,2,1,1203,24
427,5,3,49,1,2,1,3,4,1,1203,24
428,5,4,25,1,1,2,3,2,1,1203,24
429,5,3,35,2,2,2,3,3,1,1203,24
430,5,4,28,1,1,1,3,2,1,1203,24
431,3,3,33,1,2,2,2,2,3,1203,24
432,5,4,24,2,1,1,3,2,1,1203,24
433,5,3,44,1,3,2,3,3,1,1203,24
434,5,3,37,1,2,2,3,3,1,1203,24
435,5,3,35,1,1,1,3,3,1,1203,24
436,5,4,25,1,1,1,3,2,1,1203,24
437,5,4,23,2,1,1,3,2,1,1203,24
438,5,4,31,1,2,2,3,2,1,1203,24
439,4,2,58,1,6,2,2,4,1,1203,24
440,5,4,32,1,2,2,3,3,1,1203,24
441,5,3,33,1,1,1,3,3,1,1203,24
442,5,3,37,1,2,2,3,3,1,1203,24
443,5,4,31,1,1,1,3,3,1,1203,24
444,5,3,38,1,3,2,3,3,1,1203,24
445,4,4,24,1,1,2,3,2,1,1203,24
446,5,3,51,1,1,1,3,4,1,1203,24
447,5,4,31,1,2,2,3,2,1,1203,24
448,4,4,22,2,1,1,2,2,2,1203,24
449,4,4,22,2,1,1,3,2,2,1203,24
450,5,4,30,1,1,1,3,3,1,1203,24
451,5,3,39,1,1,2,3,3,1,1203,24
452,5,3,33,1,2,2,3,3,1,1203,24
453,5,4,30,1,1,1,3,2,1,1203,24
454,5,3,44,1,1,1,3,4,1,1203,24
455,4,3,52,1,4,1,2,4,1,1203,24
456,5,2,56,1,1,1,3,4,1,1203,24
457,5,4,29,1,1,2,3,2,1,1203,24
458,5,4,26,2,1,1,3,2,1,1203,24
459,5,4,32,1,2,2,3,3,1,1203,24
460,5,4,31,1,1,1,3,3,1,1203,24
461,5,4,30,1,1,1,3,2,1,1203,24
462,5,3,42,1,2,2,3,4,1,1203,24
463,4,4,23,2,1,1,3,2,2,1203,24
464,5,3,46,1,1,1,3,4,1,1203,24
465,5,4,32,2,2,2,3,3,1,1203,24
466,5,3,33,1,1,2,3,3,1,1203,24
467,5,3,37,1,1,1,3,3,1,1203,24
468,5,4,30,1,1,1,3,3,1,1203,24
469,5,4,24,2,1,1,3,2,1,1203,24
470,5,3,36,1,1,1,3,3,1,1203,24
471,5,4,25,1,1,2,3,2,1,1203,24
472,5,4,31,1,1,2,3,3,1,1203,24
473,5,3,43,1,2,2,3,4,1,1203,24
474,5,4,25,1,1,1,3,2,1,1203,24
475,5,3,33,1,1,1,3,3,1,1203,24
476,5,3,42,1,2,1,3,4,1,1203,24
477,5,3,33,1,1,2,3,3,1,1203,24
478,5,4,26,1,1,2,3,3,1,1203,24
479,4,2,75,1,6,1,1,4,1,1203,24
480,5,4,26,1,1,1,3,2,1,1203,24
481,3,3,26,2,2,2,2,2,3,1203,24
482,5,3,47,1,3,1,2,4,1,1203,24
483,3,3,21,3,2,1,2,3,3,1203,24
484,5,4,26,1,1,1,3,2,1,1203,24
485,5,4,21,2,1,1,3,2,1,1203,24
486,5,4,27,1,1,1,3,2,1,1203,24
487,5,4,22,2,1,1,3,2,1,1203,24
488,4,4,26,1,1,1,3,2,2,1203,24
489,5,4,23,1,1,2,3,2,1,1203,24
490,4,3,23,3,2,2,2,2,3,1203,24
491,5,4,27,1,1,1,3,2,1,1203,24
492,5,2,55,1,2,1,2,4,1,1203,24
493,5,4,25,2,1,2,3,2,1,1203,24
494,5,4,29,2,2,2,3,2,1,1203,24
495,5,3,44,1,2,2,3,4,1,1203,24
496,5,4,25,1,1,1,3,2,1,1203,24
497,4,4,24,1,1,2,3,2,1,1203,24
498,5,4,23,1,1,2,3,2,1,1203,24
499,3,3,22,2,1,1,2,3,3,1203,24
500,5,3,41,1,1,1,3,4,1,1203,24
501,5,4,28,2,1,1,3,2,1,1203,24
502,5,4,30,1,1,2,3,2,1,1203,24
503,4,2,63,1,6,2,1,4,1,1203,24
504,5,4,24,2,1,1,3,2,1,1203,24
505,4,4,29,2,2,2,2,2,3,1203,24
506,4,2,63,1,5,1,2,4,1,1203,24
507,5,4,22,2,1,1,3,2,1,1203,24
508,5,4,30,1,1,1,3,3,1,1203,24
509,3,3,32,2,2,2,2,2,3,1203,24
510,5,4,26,1,1,1,3,2,1,1203,24
511,5,3,39,1,3,2,3,3,1,1203,24
512,3,3,28,2,2,2,2,2,3,1203,24
513,5,3,33,1,1,1,3,3,1,1203,24
514,5,3,35,1,1,2,3,3,1,1203,24
515,5,3,49,1,4,2,2,4,1,1203,24
516,4,4,30,1,2,2,2,2,3,1203,24
517,5,3,45,1,2,1,3,4,1,1203,24
518,5,4,25,1,1,1,3,2,1,1203,24
519,5,3,35,1,1,1,3,3,1,1203,24
520,5,3,36,1,2,2,3,3,1,1203,24
521,5,4,27,1,1,2,3,3,1,1203,24
522,5,4,29,1,1,1,3,2,1,1203,24
523,5,3,35,1,2,2,3,3,1,1203,24
524,4,2,63,1,6,2,1,4,1,1203,24
525,3,3,25,3,2,2,2,3,3,1203,24
526,5,3,32,1,1,2,3,3,1,1203,24
527,5,4,24,2,1,1,3,2,1,1203,24
528,5,4,30,2,2,2,3,2,1,1203,24
529,4,4,29,2,2,2,2,2,3,1203,24
530,5,4,26,1,1,2,3,2,1,1203,24
531,5,4,22,2,1,1,3,2,1,1203,24
532,5,4,26,1,1,1,3,2,1,1203,24
533,5,3,37,2,2,2,3,3,1,1203,24
534,5,3,45,2,4,1,2,3,1,1203,24
535,4,4,27,1,1,2,3,2,2,1203,24
536,5,4,30,1,1,2,3,3,1,1203,24
537,5,3,41,1,2,2,3,3,1,1203,24
538,5,3,43,1,3,2,3,3,1,1203,24
539,5,4,24,2,1,1,3,2,1,1203,24
540,5,4,25,1,1,2,3,2,1,1203,24
541,5,3,35,1,1,2,3,3,1,1203,24
542,3,3,26,2,2,2,2,3,3,1203,24
543,5,4,23,2,1,1,3,2,1,1203,24
544,5,3,34,1,1,1,3,3,1,1203,24
545,5,3,41,1,2,2,3,3,1,1203,24
546,5,4,25,1,1,1,3,2,1,1203,24
547,5,4,24,2,1,2,3,2,1,1203,24
548,5,3,33,1,1,1,3,3,1,1203,24
549,5,3,34,1,1,1,3,3,1,1203,24
550,5,4,31,1,2,2,3,2,1,1203,24
551,5,3,34,1,2,2,3,3,1,1203,24
552,5,4,24,1,1,2,3,2,1,1203,24
553,5,4,23,1,1,2,3,2,1,1203,24
554,5,4,22,1,1,2,3,2,1,1203,24
555,5,3,37,1,1,1,3,3,1,1203,24
