,0,1,2,3,4,5,6,7,8,9,10
102,6.0,4.0,9.0,1.0,0.0,2.0,4.0,2.0,3.0,1204.0,24.0
103,6.0,4.0,34.0,1.0,1.0,1.0,2.0,4.0,1.0,1204.0,24.0
104,2.0,2.0,41.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
105,5.0,5.0,20.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
106,2.0,2.0,39.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
107,6.0,5.0,17.0,1.0,0.0,2.0,4.0,3.0,2.0,1204.0,24.0
108,6.0,4.0,15.0,1.0,0.0,2.0,3.0,2.0,3.0,1204.0,24.0
109,2.0,2.0,42.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
110,2.0,2.0,43.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
111,5.0,5.0,21.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
112,3.0,3.0,37.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
113,6.0,3.0,7.0,1.0,0.0,2.0,2.0,1.0,3.0,1204.0,24.0
114,6.0,3.0,35.0,1.0,1.0,1.0,2.0,4.0,1.0,1204.0,24.0
115,6.0,4.0,15.0,1.0,0.0,2.0,2.0,1.0,3.0,1204.0,24.0
116,6.0,3.0,37.0,1.0,0.0,1.0,3.0,4.0,1.0,1204.0,24.0
117,6.0,4.0,18.0,1.0,0.0,2.0,3.0,3.0,3.0,1204.0,24.0
118,5.0,6.0,9.0,1.0,0.0,2.0,4.0,3.0,1.0,1204.0,24.0
119,5.0,3.0,38.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
120,2.0,2.0,42.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
121,6.0,3.0,14.0,1.0,0.0,2.0,1.0,1.0,3.0,1204.0,24.0
122,6.0,4.0,34.0,1.0,0.0,1.0,3.0,4.0,1.0,1204.0,24.0
123,6.0,3.0,8.0,1.0,0.0,2.0,2.0,1.0,3.0,1204.0,24.0
124,6.0,3.0,13.0,1.0,0.0,2.0,2.0,1.0,3.0,1204.0,24.0
125,6.0,6.0,6.0,1.0,0.0,2.0,4.0,2.0,2.0,1204.0,24.0
126,4.0,3.0,42.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
127,6.0,4.0,18.0,1.0,0.0,2.0,3.0,2.0,3.0,1204.0,24.0
128,6.0,3.0,43.0,1.0,1.0,1.0,2.0,4.0,1.0,1204.0,24.0
129,2.0,2.0,45.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
130,5.0,6.0,12.0,1.0,0.0,2.0,4.0,3.0,1.0,1204.0,24.0
131,6.0,4.0,13.0,1.0,0.0,2.0,2.0,1.0,3.0,1204.0,24.0
132,6.0,3.0,16.0,1.0,0.0,2.0,2.0,4.0,3.0,1204.0,24.0
133,6.0,4.0,17.0,1.0,0.0,2.0,2.0,2.0,3.0,1204.0,24.0
134,6.0,3.0,33.0,1.0,0.0,1.0,3.0,4.0,1.0,1204.0,24.0
135,6.0,4.0,36.0,1.0,0.0,1.0,3.0,4.0,1.0,1204.0,24.0
136,6.0,3.0,6.0,1.0,0.0,2.0,2.0,1.0,3.0,1204.0,24.0
137,6.0,4.0,21.0,1.0,0.0,2.0,3.0,4.0,2.0,1204.0,24.0
138,6.0,3.0,7.0,1.0,0.0,2.0,2.0,1.0,3.0,1204.0,24.0
139,5.0,3.0,42.0,1.0,0.0,1.0,3.0,4.0,1.0,1204.0,24.0
140,3.0,2.0,45.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
141,6.0,3.0,17.0,1.0,0.0,2.0,2.0,2.0,3.0,1204.0,24.0
142,5.0,5.0,14.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
143,6.0,4.0,17.0,1.0,0.0,2.0,2.0,4.0,3.0,1204.0,24.0
144,6.0,4.0,24.0,1.0,0.0,2.0,3.0,4.0,1.0,1204.0,24.0
145,4.0,2.0,44.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
146,6.0,3.0,37.0,1.0,1.0,1.0,2.0,4.0,1.0,1204.0,24.0
147,2.0,2.0,47.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
148,5.0,6.0,9.0,1.0,0.0,2.0,4.0,3.0,1.0,1204.0,24.0
149,6.0,5.0,7.0,1.0,0.0,2.0,4.0,2.0,3.0,1204.0,24.0
150,6.0,4.0,18.0,1.0,0.0,2.0,3.0,2.0,3.0,1204.0,24.0
151,6.0,5.0,11.0,1.0,0.0,2.0,4.0,3.0,2.0,1204.0,24.0
152,5.0,3.0,39.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
153,6.0,4.0,18.0,1.0,0.0,2.0,4.0,3.0,2.0,1204.0,24.0
154,5.0,6.0,9.0,1.0,0.0,2.0,4.0,3.0,1.0,1204.0,24.0
155,5.0,6.0,9.0,1.0,0.0,2.0,4.0,3.0,1.0,1204.0,24.0
156,6.0,4.0,18.0,1.0,0.0,2.0,4.0,3.0,3.0,1204.0,24.0
157,5.0,5.0,18.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
158,6.0,5.0,8.0,1.0,0.0,2.0,4.0,2.0,1.0,1204.0,24.0
159,6.0,4.0,33.0,1.0,0.0,1.0,3.0,4.0,1.0,1204.0,24.0
160,6.0,4.0,15.0,1.0,0.0,2.0,3.0,2.0,3.0,1204.0,24.0
161,6.0,5.0,14.0,1.0,0.0,2.0,4.0,3.0,2.0,1204.0,24.0
162,6.0,5.0,10.0,1.0,0.0,2.0,4.0,3.0,1.0,1204.0,24.0
163,2.0,2.0,41.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
164,2.0,2.0,35.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
165,6.0,3.0,39.0,1.0,0.0,1.0,3.0,4.0,1.0,1204.0,24.0
166,5.0,6.0,11.0,1.0,0.0,2.0,4.0,3.0,1.0,1204.0,24.0
167,6.0,4.0,31.0,1.0,0.0,1.0,3.0,4.0,1.0,1204.0,24.0
168,6.0,3.0,14.0,1.0,0.0,2.0,2.0,3.0,3.0,1204.0,24.0
169,2.0,2.0,36.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
170,6.0,4.0,13.0,1.0,0.0,2.0,2.0,1.0,3.0,1204.0,24.0
171,6.0,3.0,16.0,1.0,0.0,2.0,2.0,1.0,3.0,1204.0,24.0
172,5.0,3.0,40.0,1.0,0.0,1.0,3.0,4.0,1.0,1204.0,24.0
173,3.0,2.0,44.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
174,6.0,3.0,14.0,1.0,0.0,2.0,2.0,1.0,3.0,1204.0,24.0
175,2.0,2.0,45.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
176,6.0,5.0,14.0,1.0,0.0,2.0,4.0,3.0,3.0,1204.0,24.0
177,5.0,4.0,38.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
178,6.0,4.0,34.0,1.0,0.0,1.0,3.0,4.0,1.0,1204.0,24.0
179,6.0,3.0,7.0,1.0,0.0,2.0,2.0,1.0,3.0,1204.0,24.0
180,5.0,5.0,21.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
181,6.0,4.0,36.0,1.0,0.0,1.0,3.0,4.0,1.0,1204.0,24.0
182,5.0,5.0,19.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
183,5.0,5.0,13.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
184,4.0,3.0,40.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
185,4.0,5.0,21.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
186,6.0,4.0,36.0,1.0,1.0,1.0,2.0,4.0,1.0,1204.0,24.0
187,6.0,4.0,17.0,1.0,0.0,2.0,3.0,2.0,3.0,1204.0,24.0
188,6.0,4.0,19.0,1.0,0.0,2.0,3.0,3.0,3.0,1204.0,24.0
189,6.0,3.0,26.0,1.0,0.0,1.0,2.0,4.0,1.0,1204.0,24.0
190,6.0,4.0,19.0,1.0,0.0,2.0,3.0,3.0,3.0,1204.0,24.0
191,6.0,4.0,18.0,1.0,0.0,2.0,3.0,2.0,3.0,1204.0,24.0
192,6.0,4.0,11.0,1.0,0.0,2.0,3.0,1.0,3.0,1204.0,24.0
193,5.0,3.0,39.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
194,5.0,5.0,20.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
195,5.0,3.0,38.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
196,6.0,4.0,30.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
197,5.0,5.0,24.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
198,6.0,4.0,16.0,1.0,0.0,2.0,2.0,1.0,3.0,1204.0,24.0
199,6.0,4.0,18.0,1.0,0.0,2.0,3.0,2.0,3.0,1204.0,24.0
200,6.0,5.0,13.0,1.0,0.0,2.0,4.0,3.0,2.0,1204.0,24.0
201,6.0,4.0,17.0,1.0,0.0,2.0,2.0,3.0,3.0,1204.0,24.0
202,6.0,5.0,16.0,1.0,0.0,2.0,4.0,4.0,1.0,1204.0,24.0
203,6.0,4.0,12.0,1.0,0.0,2.0,4.0,2.0,3.0,1204.0,24.0
204,6.0,4.0,27.0,1.0,0.0,1.0,3.0,4.0,1.0,1204.0,24.0
205,6.0,3.0,17.0,1.0,0.0,2.0,2.0,2.0,3.0,1204.0,24.0
206,6.0,4.0,9.0,1.0,0.0,2.0,2.0,1.0,3.0,1204.0,24.0
207,6.0,4.0,18.0,1.0,0.0,2.0,3.0,2.0,3.0,1204.0,24.0
208,2.0,2.0,43.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
209,6.0,4.0,33.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
210,6.0,4.0,35.0,1.0,1.0,1.0,2.0,4.0,1.0,1204.0,24.0
211,5.0,3.0,40.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
212,6.0,4.0,19.0,1.0,0.0,2.0,3.0,2.0,3.0,1204.0,24.0
213,3.0,2.0,45.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
214,5.0,6.0,8.0,1.0,0.0,2.0,4.0,3.0,1.0,1204.0,24.0
215,6.0,3.0,15.0,1.0,0.0,2.0,2.0,1.0,3.0,1204.0,24.0
216,6.0,4.0,12.0,1.0,0.0,2.0,3.0,1.0,3.0,1204.0,24.0
217,6.0,4.0,19.0,1.0,0.0,2.0,3.0,2.0,3.0,1204.0,24.0
218,6.0,4.0,18.0,1.0,0.0,2.0,4.0,3.0,3.0,1204.0,24.0
219,6.0,3.0,7.0,1.0,0.0,2.0,2.0,1.0,3.0,1204.0,24.0
220,6.0,4.0,35.0,1.0,0.0,1.0,3.0,4.0,1.0,1204.0,24.0
221,6.0,3.0,33.0,1.0,0.0,1.0,3.0,4.0,1.0,1204.0,24.0
222,6.0,4.0,21.0,1.0,0.0,2.0,3.0,4.0,2.0,1204.0,24.0
223,3.0,2.0,44.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
224,6.0,5.0,14.0,1.0,0.0,2.0,4.0,3.0,1.0,1204.0,24.0
225,5.0,5.0,25.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
226,2.0,2.0,39.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
227,6.0,5.0,12.0,1.0,0.0,2.0,4.0,3.0,2.0,1204.0,24.0
228,6.0,4.0,18.0,1.0,0.0,2.0,4.0,3.0,2.0,1204.0,24.0
229,5.0,3.0,40.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
230,6.0,4.0,5.0,1.0,0.0,2.0,2.0,1.0,3.0,1204.0,24.0
231,5.0,6.0,9.0,1.0,0.0,2.0,4.0,3.0,1.0,1204.0,24.0
232,6.0,4.0,37.0,1.0,0.0,1.0,3.0,4.0,1.0,1204.0,24.0
233,5.0,6.0,8.0,1.0,0.0,2.0,4.0,3.0,1.0,1204.0,24.0
234,2.0,2.0,40.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
235,4.0,2.0,42.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
236,6.0,4.0,18.0,1.0,0.0,2.0,3.0,2.0,3.0,1204.0,24.0
237,5.0,6.0,8.0,1.0,0.0,2.0,4.0,3.0,1.0,1204.0,24.0
238,6.0,3.0,33.0,1.0,0.0,1.0,3.0,4.0,1.0,1204.0,24.0
239,6.0,4.0,22.0,1.0,0.0,2.0,3.0,4.0,2.0,1204.0,24.0
240,5.0,6.0,8.0,1.0,0.0,2.0,4.0,3.0,1.0,1204.0,24.0
241,6.0,4.0,30.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
242,6.0,4.0,14.0,1.0,0.0,2.0,2.0,1.0,3.0,1204.0,24.0
243,6.0,3.0,16.0,1.0,0.0,2.0,2.0,1.0,3.0,1204.0,24.0
244,6.0,4.0,13.0,1.0,0.0,2.0,3.0,1.0,3.0,1204.0,24.0
245,6.0,5.0,16.0,1.0,0.0,2.0,4.0,3.0,1.0,1204.0,24.0
246,2.0,2.0,47.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
247,6.0,4.0,21.0,1.0,0.0,2.0,3.0,3.0,3.0,1204.0,24.0
248,6.0,4.0,21.0,1.0,0.0,2.0,3.0,4.0,3.0,1204.0,24.0
249,3.0,2.0,44.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
250,6.0,4.0,21.0,1.0,0.0,2.0,4.0,4.0,1.0,1204.0,24.0
251,6.0,4.0,20.0,1.0,0.0,2.0,3.0,3.0,3.0,1204.0,24.0
252,6.0,3.0,11.0,1.0,0.0,2.0,2.0,1.0,3.0,1204.0,24.0
253,6.0,4.0,18.0,1.0,0.0,2.0,3.0,2.0,3.0,1204.0,24.0
254,6.0,3.0,16.0,1.0,0.0,2.0,2.0,1.0,3.0,1204.0,24.0
255,6.0,4.0,18.0,1.0,0.0,2.0,4.0,3.0,3.0,1204.0,24.0
256,6.0,5.0,9.0,1.0,0.0,2.0,4.0,2.0,3.0,1204.0,24.0
257,6.0,4.0,25.0,1.0,0.0,2.0,3.0,4.0,1.0,1204.0,24.0
258,6.0,4.0,34.0,1.0,1.0,1.0,3.0,4.0,1.0,1204.0,24.0
259,2.0,2.0,45.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
260,6.0,4.0,39.0,1.0,0.0,1.0,3.0,4.0,1.0,1204.0,24.0
261,6.0,5.0,12.0,1.0,0.0,2.0,4.0,3.0,1.0,1204.0,24.0
262,6.0,4.0,11.0,1.0,0.0,2.0,2.0,1.0,3.0,1204.0,24.0
263,3.0,2.0,44.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
264,6.0,3.0,7.0,1.0,0.0,2.0,1.0,1.0,3.0,1204.0,24.0
265,6.0,4.0,14.0,1.0,0.0,2.0,2.0,1.0,3.0,1204.0,24.0
266,6.0,6.0,8.0,1.0,0.0,2.0,4.0,3.0,1.0,1204.0,24.0
267,4.0,3.0,42.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
268,5.0,4.0,28.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
269,6.0,4.0,21.0,1.0,0.0,2.0,3.0,3.0,3.0,1204.0,24.0
270,5.0,5.0,11.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
271,6.0,3.0,14.0,1.0,0.0,2.0,2.0,1.0,3.0,1204.0,24.0
272,6.0,3.0,17.0,1.0,0.0,2.0,2.0,2.0,3.0,1204.0,24.0
273,6.0,4.0,22.0,1.0,0.0,2.0,4.0,4.0,1.0,1204.0,24.0
274,4.0,3.0,38.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
275,5.0,3.0,39.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
276,6.0,5.0,16.0,1.0,0.0,2.0,4.0,3.0,2.0,1204.0,24.0
277,6.0,3.0,15.0,1.0,0.0,2.0,2.0,1.0,3.0,1204.0,24.0
278,6.0,4.0,34.0,1.0,1.0,1.0,3.0,4.0,1.0,1204.0,24.0
279,6.0,3.0,31.0,1.0,0.0,1.0,3.0,4.0,1.0,1204.0,24.0
280,5.0,6.0,12.0,1.0,0.0,2.0,4.0,4.0,1.0,1204.0,24.0
281,5.0,6.0,8.0,1.0,0.0,2.0,4.0,3.0,1.0,1204.0,24.0
282,6.0,4.0,17.0,1.0,0.0,2.0,3.0,2.0,3.0,1204.0,24.0
283,2.0,2.0,42.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
284,6.0,3.0,14.0,1.0,0.0,2.0,2.0,1.0,3.0,1204.0,24.0
285,6.0,4.0,7.0,1.0,0.0,2.0,3.0,1.0,3.0,1204.0,24.0
286,2.0,2.0,45.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
287,2.0,3.0,25.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
288,5.0,4.0,29.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
289,6.0,4.0,17.0,1.0,0.0,2.0,4.0,3.0,3.0,1204.0,24.0
290,6.0,4.0,17.0,1.0,0.0,2.0,4.0,3.0,2.0,1204.0,24.0
291,6.0,4.0,29.0,1.0,0.0,1.0,3.0,4.0,1.0,1204.0,24.0
292,5.0,6.0,10.0,1.0,0.0,2.0,4.0,3.0,1.0,1204.0,24.0
293,6.0,5.0,17.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
294,6.0,3.0,11.0,1.0,0.0,2.0,2.0,1.0,3.0,1204.0,24.0
295,5.0,5.0,16.0,1.0,0.0,1.0,4.0,4.0,1.0,1204.0,24.0
