,HINCP,NP,AGEP,RAC1P,ESR,SEX,WIF,HUPAC,HHT,PUMA,ST
117,4,4,20,2,0,2,3,2,3,1201,24
118,5,4,27,2,1,1,3,2,1,1201,24
119,4,4,35,2,1,1,3,3,1,1201,24
120,4,4,20,1,0,1,2,2,3,1201,24
121,5,4,29,2,1,1,3,2,1,1201,24
122,5,4,29,1,1,1,3,3,1,1201,24
123,4,3,37,2,1,1,3,3,1,1201,24
124,4,4,39,2,4,2,3,3,1,1201,24
125,4,4,25,2,1,2,3,3,1,1201,24
126,5,4,25,2,1,2,3,3,1,1201,24
127,5,4,34,3,1,1,3,2,1,1201,24
128,4,4,33,3,4,1,3,2,1,1201,24
129,3,3,49,2,5,2,2,3,3,1201,24
130,5,4,33,2,1,1,3,3,1,1201,24
131,4,4,42,2,5,2,2,3,1,1201,24
132,5,4,31,2,1,1,3,2,1,1201,24
133,4,4,40,2,4,1,3,3,1,1201,24
134,4,3,31,2,1,1,3,3,1,1201,24
135,5,4,32,2,1,2,3,3,1,1201,24
136,4,4,16,1,0,2,3,3,2,1201,24
137,5,4,24,2,1,1,3,1,1,1201,24
138,5,4,34,3,4,2,3,2,1,1201,24
139,4,4,39,2,5,2,3,3,1,1201,24
140,4,3,53,2,5,2,2,4,1,1201,24
141,4,3,27,2,1,1,3,2,3,1201,24
142,5,4,25,1,0,1,3,2,1,1201,24
143,4,4,39,2,4,1,3,3,1,1201,24
144,5,4,33,3,2,1,3,2,1,1201,24
145,5,4,27,1,0,1,3,3,1,1201,24
146,5,4,20,1,0,1,3,2,1,1201,24
147,5,4,32,3,4,1,3,2,1,1201,24
148,5,4,19,1,0,1,3,2,1,1201,24
149,4,3,53,2,5,2,2,3,1,1201,24
150,5,4,34,2,2,2,3,3,1,1201,24
151,5,4,32,3,1,1,3,2,1,1201,24
152,5,4,28,2,1,1,3,2,1,1201,24
153,4,4,35,3,4,1,3,2,1,1201,24
154,4,3,40,2,1,1,3,3,1,1201,24
155,4,4,36,2,1,1,3,3,1,1201,24
156,4,3,38,2,1,1,3,3,1,1201,24
157,3,3,36,2,3,2,2,2,3,1201,24
158,5,4,33,2,2,2,3,3,1,1201,24
159,4,4,38,3,3,1,3,3,1,1201,24
160,5,4,29,3,1,1,3,2,1,1201,24
161,5,4,32,2,1,1,3,3,1,1201,24
162,5,4,28,2,1,2,3,3,1,1201,24
163,4,4,34,2,5,2,3,2,1,1201,24
164,5,5,15,1,0,2,3,2,1,1201,24
165,5,4,31,2,1,1,3,3,1,1201,24
166,4,3,36,2,1,2,3,3,2,1201,24
167,4,3,24,2,1,1,3,2,3,1201,24
168,5,4,28,3,1,2,3,2,1,1201,24
169,5,4,32,2,1,2,3,3,1,1201,24
170,4,4,37,2,5,2,3,2,1,1201,24
171,5,4,33,2,1,2,3,3,1,1201,24
172,5,4,30,2,1,1,3,2,1,1201,24
173,4,3,35,2,1,1,3,3,1,1201,24
174,4,3,41,2,2,1,3,3,1,1201,24
175,4,3,37,2,1,2,3,3,1,1201,24
176,4,3,52,2,4,1,2,4,1,1201,24
177,5,4,33,2,1,2,3,3,1,1201,24
178,5,4,22,1,0,1,3,2,1,1201,24
179,5,4,23,2,0,1,3,2,1,1201,24
180,4,4,37,3,2,1,3,3,1,1201,24
181,5,4,25,2,1,1,3,2,1,1201,24
182,5,4,32,2,1,2,3,3,1,1201,24
183,5,4,20,2,1,2,3,2,1,1201,24
184,4,4,25,1,0,1,3,2,1,1201,24
185,5,4,23,2,0,1,3,2,1,1201,24
186,4,4,26,1,0,1,3,2,2,1201,24
187,4,4,37,2,5,2,2,2,1,1201,24
188,5,4,36,2,1,1,3,3,1,1201,24
189,5,4,31,2,1,2,3,3,1,1201,24
190,4,4,36,2,1,1,3,3,1,1201,24
191,5,5,12,1,0,2,3,2,1,1201,24
192,4,3,36,2,1,2,3,3,1,1201,24
193,4,3,35,2,1,2,3,3,3,1201,24
194,5,4,25,2,1,2,3,3,1,1201,24
195,5,4,32,2,1,1,3,3,1,1201,24
196,3,3,46,2,5,1,2,3,3,1201,24
197,4,3,38,2,2,2,3,3,1,1201,24
198,4,3,33,2,1,1,3,3,1,1201,24
199,4,3,34,2,1,1,3,3,2,1201,24
200,4,3,35,2,1,1,3,3,1,1201,24
201,5,4,26,2,1,1,3,2,1,1201,24
202,5,4,31,3,1,1,3,2,1,1201,24
203,4,4,23,2,1,2,3,2,3,1201,24
204,5,4,33,3,2,2,3,3,1,1201,24
205,5,4,24,1,0,1,3,2,1,1201,24
206,5,4,28,3,1,2,3,2,1,1201,24
207,5,4,31,2,1,1,3,2,1,1201,24
208,4,3,50,2,5,2,2,3,1,1201,24
209,5,4,32,2,1,2,3,3,1,1201,24
210,4,5,13,1,0,2,3,2,1,1201,24
211,4,4,38,2,5,2,2,2,1,1201,24
212,5,4,32,3,1,1,3,2,1,1201,24
213,4,3,41,2,4,1,2,3,2,1201,24
214,4,3,38,2,1,1,3,3,1,1201,24
215,5,4,21,2,1,1,3,1,1,1201,24
216,5,4,27,2,1,1,3,2,1,1201,24
217,4,3,39,2,2,1,3,3,1,1201,24
218,5,4,25,2,1,2,3,3,1,1201,24
219,5,4,30,2,1,2,3,3,1,1201,24
220,4,3,30,2,1,1,3,3,1,1201,24
221,4,3,35,2,1,1,3,3,2,1201,24
222,5,4,28,3,2,2,3,2,1,1201,24
223,4,3,57,2,5,1,2,4,1,1201,24
224,5,4,31,3,1,1,3,2,1,1201,24
225,5,4,23,1,0,1,3,2,1,1201,24
226,5,4,30,2,1,2,3,3,1,1201,24
227,5,4,17,2,0,2,3,2,1,1201,24
228,5,4,17,2,0,2,3,2,1,1201,24
229,4,3,39,2,1,1,3,3,1,1201,24
230,5,4,24,2,1,1,3,1,1,1201,24
231,5,4,23,2,1,2,3,2,1,1201,24
232,4,4,20,2,1,1,2,2,3,1201,24
233,4,4,24,2,1,2,3,3,1,1201,24
234,5,4,33,2,1,1,3,3,1,1201,24
235,4,3,48,2,5,2,2,3,1,1201,24
236,5,4,30,2,1,2,3,3,1,1201,24
237,5,4,29,2,1,1,3,2,1,1201,24
238,4,3,52,2,5,1,2,4,1,1201,24
239,4,3,34,2,1,1,3,3,1,1201,24
240,4,3,40,2,2,2,3,3,2,1201,24
241,4,4,11,1,0,2,2,2,3,1201,24
242,5,4,24,1,0,1,3,2,1,1201,24
243,4,4,29,1,1,1,3,3,1,1201,24
244,5,4,35,2,3,2,3,3,1,1201,24
245,4,3,48,2,5,2,2,3,1,1201,24
246,5,5,13,1,0,2,3,2,1,1201,24
247,4,4,37,2,2,1,3,3,1,1201,24
248,4,3,44,2,2,1,3,3,1,1201,24
249,5,4,32,2,1,1,3,2,1,1201,24
250,5,4,32,3,3,1,3,2,1,1201,24
251,5,4,31,2,1,1,3,3,1,1201,24
252,4,3,52,2,4,1,2,4,1,1201,24
253,4,4,20,2,0,2,3,2,3,1201,24
254,4,4,9,1,0,2,3,1,1,1201,24
255,5,4,30,2,1,2,3,3,1,1201,24
256,5,4,23,2,1,1,3,1,1,1201,24
257,5,4,32,3,2,2,3,3,1,1201,24
258,4,3,34,2,1,1,3,3,2,1201,24
259,5,4,34,3,4,2,3,3,1,1201,24
260,4,4,40,2,4,2,3,3,1,1201,24
261,4,3,43,2,2,1,3,3,1,1201,24
262,3,3,33,2,4,1,2,2,3,1201,24
263,4,3,39,2,2,2,3,4,1,1201,24
264,5,4,27,2,1,2,3,2,1,1201,24
265,5,4,26,2,1,2,3,3,1,1201,24
266,5,4,30,2,1,2,3,3,1,1201,24
267,5,4,22,2,0,1,3,2,1,1201,24
268,5,4,30,2,1,2,3,3,1,1201,24
269,5,4,18,2,0,2,3,2,1,1201,24
270,5,4,26,2,1,1,3,2,1,1201,24
271,5,4,23,3,1,2,3,2,1,1201,24
272,5,4,21,2,0,1,3,1,1,1201,24
273,5,4,27,3,1,2,3,2,1,1201,24
274,4,3,48,2,5,2,2,4,1,1201,24
275,5,4,22,1,0,1,3,2,1,1201,24
276,5,4,29,2,1,1,3,2,1,1201,24
277,4,4,35,3,2,1,3,2,1,1201,24
278,4,5,7,1,0,2,3,1,1,1201,24
279,5,4,28,2,1,1,3,2,1,1201,24
280,4,3,38,2,2,1,3,3,1,1201,24
281,4,3,54,2,5,1,2,4,1,1201,24
282,5,4,19,1,0,2,3,3,1,1201,24
283,5,4,33,3,3,1,3,2,1,1201,24
284,4,4,35,2,5,2,2,2,1,1201,24
285,5,4,23,2,0,1,3,1,1,1201,24
286,4,3,35,2,1,1,3,3,1,1201,24
287,4,4,26,1,0,1,3,2,1,1201,24
288,5,4,30,2,1,1,3,2,1,1201,24
289,4,4,25,2,1,2,3,3,3,1201,24
290,5,4,28,3,1,1,3,2,1,1201,24
291,5,4,27,2,1,1,3,2,1,1201,24
292,4,3,51,2,4,1,2,4,1,1201,24
293,4,3,37,2,1,1,3,3,1,1201,24
294,5,4,26,1,0,1,3,2,1,1201,24
295,4,4,32,2,1,2,3,3,1,1201,24
296,5,4,26,2,1,2,3,3,1,1201,24
297,5,4,31,2,1,2,3,3,1,1201,24
298,5,4,30,2,1,2,3,3,1,1201,24
299,5,4,25,2,1,2,3,3,1,1201,24
300,5,4,22,1,0,1,3,2,1,1201,24
301,4,4,23,2,0,1,3,2,3,1201,24
302,5,4,20,1,0,1,3,2,1,1201,24
303,5,4,36,2,1,2,3,3,1,1201,24
304,4,4,29,2,1,2,3,3,1,1201,24
305,5,4,19,2,1,2,3,2,1,1201,24
306,4,3,42,2,3,1,3,3,1,1201,24
307,4,4,39,2,5,2,2,3,1,1201,24
308,4,4,36,3,2,1,3,3,1,1201,24
309,5,4,31,2,1,1,3,2,1,1201,24
310,5,4,33,2,1,1,3,3,1,1201,24
311,5,4,29,3,1,2,3,2,1,1201,24
312,4,4,19,2,0,2,3,2,3,1201,24
313,5,4,34,2,1,1,3,3,1,1201,24
314,4,3,38,2,3,1,2,3,2,1201,24
315,4,3,50,2,4,1,2,3,1,1201,24
316,5,4,36,2,1,2,3,3,1,1201,24
317,4,4,30,2,1,2,3,2,3,1201,24
318,5,4,26,4,1,1,3,2,1,1201,24
319,5,4,34,3,2,1,3,2,1,1201,24
320,4,4,28,2,1,1,3,3,2,1201,24
321,4,3,54,2,4,1,2,4,1,1201,24
322,4,4,26,1,0,1,3,2,2,1201,24
323,4,4,36,3,2,1,3,3,1,1201,24
324,4,3,37,2,1,2,3,3,2,1201,24
325,5,4,31,3,1,2,3,2,1,1201,24
326,4,3,33,2,1,2,3,3,1,1201,24
327,5,4,32,2,1,1,3,2,1,1201,24
328,4,4,43,2,5,2,2,3,1,1201,24
329,3,3,37,2,5,2,2,2,3,1201,24
330,5,4,24,2,1,1,3,2,1,1201,24
331,4,3,44,2,5,1,2,3,1,1201,24
332,4,3,42,2,4,1,3,3,1,1201,24
333,4,3,44,2,4,1,2,3,1,1201,24
334,5,4,29,2,1,1,3,2,1,1201,24
335,4,4,12,1,0,2,3,2,1,1201,24
336,5,4,15,1,0,2,3,3,1,1201,24
337,5,4,35,2,1,1,3,3,1,1201,24
338,4,3,57,2,5,1,2,4,1,1201,24
339,5,4,35,2,1,2,3,3,1,1201,24
340,4,3,50,2,5,2,2,4,2,1201,24
341,4,3,29,2,1,1,3,3,2,1201,24
342,4,3,37,2,2,1,3,3,2,1201,24
343,4,3,51,2,5,2,2,4,1,1201,24
344,4,4,31,2,1,1,3,3,1,1201,24
345,4,3,31,2,1,1,3,3,2,1201,24
346,4,4,37,3,3,1,3,3,1,1201,24
347,4,3,37,2,1,1,3,3,1,1201,24
348,4,4,32,2,1,1,3,3,1,1201,24
349,5,4,25,2,1,2,3,3,1,1201,24
350,5,4,31,3,2,2,3,3,1,1201,24
351,4,4,38,2,3,1,3,3,1,1201,24
352,5,4,33,3,2,1,3,2,1,1201,24
353,5,4,30,3,2,2,3,2,1,1201,24
354,4,3,32,2,1,1,3,3,2,1201,24
355,4,3,47,2,3,1,2,3,1,1201,24
356,4,3,36,2,2,1,3,3,2,1201,24
357,3,3,41,2,4,2,2,3,3,1201,24
358,5,4,34,2,1,2,3,3,1,1201,24
359,4,3,39,2,1,1,3,3,1,1201,24
360,5,4,16,1,0,1,3,2,1,1201,24
361,4,3,41,2,2,1,3,3,1,1201,24
362,4,4,39,2,5,2,2,3,1,1201,24
363,4,4,41,2,5,2,2,3,1,1201,24
364,4,5,7,1,0,2,2,2,1,1201,24
365,4,3,38,2,1,1,3,3,1,1201,24
366,4,3,34,2,1,2,3,3,3,1201,24
367,4,3,38,2,1,1,3,3,1,1201,24
368,5,4,34,2,1,2,3,3,1,1201,24
369,4,4,21,1,1,2,3,3,1,1201,24
370,4,3,57,2,5,1,2,4,1,1201,24
371,4,4,20,1,1,2,3,3,1,1201,24
372,5,4,31,2,1,1,3,3,1,1201,24
373,4,4,38,2,2,1,3,3,1,1201,24
374,5,4,29,1,1,1,3,3,1,1201,24
375,4,4,13,1,0,2,3,2,3,1201,24
376,4,3,54,2,5,1,2,4,1,1201,24
377,5,4,35,2,1,2,3,3,1,1201,24
378,4,3,35,2,1,1,3,3,1,1201,24
379,5,4,35,2,1,1,3,3,1,1201,24
380,5,4,27,2,1,1,3,2,1,1201,24
381,4,4,22,1,0,1,3,2,2,1201,24
382,5,4,34,2,1,2,3,3,1,1201,24
383,5,4,34,2,2,2,3,3,1,1201,24
384,5,4,23,1,0,1,3,2,1,1201,24
385,4,3,41,2,3,1,3,3,1,1201,24
386,5,4,30,3,2,1,3,2,1,1201,24
387,4,3,48,2,5,2,2,3,1,1201,24
388,4,3,38,2,1,1,3,3,1,1201,24
389,4,3,39,2,2,2,3,3,2,1201,24
390,4,3,53,2,5,1,2,4,1,1201,24
391,5,4,24,3,1,2,3,2,1,1201,24
392,5,5,16,1,0,2,3,2,1,1201,24
393,4,3,31,2,1,2,3,3,3,1201,24
394,5,4,19,1,0,2,3,3,1,1201,24
395,4,3,34,2,1,1,3,3,1,1201,24
396,3,3,41,2,4,2,2,3,3,1201,24
397,5,4,23,3,1,2,3,2,1,1201,24
398,4,3,37,2,1,1,3,3,1,1201,24
399,4,3,41,2,2,1,3,3,1,1201,24
400,4,3,48,2,3,1,2,3,1,1201,24
401,5,4,26,2,1,1,3,2,1,1201,24
402,5,4,27,3,1,1,3,2,1,1201,24
403,4,3,40,2,3,2,3,3,3,1201,24
404,5,4,30,3,1,2,3,2,1,1201,24
405,5,4,31,2,1,1,3,3,1,1201,24
406,5,4,23,2,1,2,3,3,1,1201,24
407,4,4,35,2,1,1,3,3,1,1201,24
408,4,3,57,2,5,2,2,4,1,1201,24
409,5,4,21,2,1,2,3,2,1,1201,24
410,5,4,16,2,0,2,3,2,1,1201,24
411,5,4,37,2,3,2,3,3,1,1201,24
412,5,4,28,2,1,1,3,2,1,1201,24
413,4,3,40,2,3,1,2,3,2,1201,24
414,4,3,43,2,3,1,3,3,1,1201,24
415,5,4,18,1,0,1,3,1,1,1201,24
416,5,4,23,2,0,1,3,1,1,1201,24
417,4,3,57,2,5,1,2,4,1,1201,24
418,4,3,35,2,1,2,3,3,2,1201,24
419,4,3,40,2,2,2,3,4,1,1201,24
420,4,3,34,2,1,1,3,3,1,1201,24
421,4,3,34,2,1,1,3,3,2,1201,24
422,5,4,24,2,1,2,3,3,1,1201,24
423,4,3,51,2,5,1,2,4,1,1201,24
424,4,3,51,2,3,1,2,4,1,1201,24
425,5,4,19,1,0,1,3,2,1,1201,24
426,4,5,13,1,0,2,3,2,1,1201,24
427,5,4,28,3,1,2,3,2,1,1201,24
428,5,4,22,3,1,2,3,2,1,1201,24
429,4,3,41,2,2,1,3,3,1,1201,24
430,5,4,34,2,1,1,3,2,1,1201,24
431,5,4,31,3,1,2,3,3,1,1201,24
432,4,3,24,2,1,1,3,2,3,1201,24
433,5,4,33,2,1,2,3,3,1,1201,24
434,5,4,27,3,1,1,3,2,1,1201,24
435,4,4,43,2,5,2,2,3,1,1201,24
436,5,4,36,2,1,2,3,3,1,1201,24
437,4,4,36,2,1,1,3,3,1,1201,24
438,4,3,46,2,3,1,3,3,1,1201,24
439,5,4,26,2,1,1,3,2,1,1201,24
440,4,4,23,2,1,2,3,3,3,1201,24
441,4,4,16,2,0,2,3,2,3,1201,24
442,5,4,34,2,1,1,3,3,1,1201,24
443,5,4,24,2,1,1,3,1,1,1201,24
444,4,4,40,2,5,2,3,3,1,1201,24
445,4,3,57,2,5,1,2,4,1,1201,24
446,5,4,21,2,1,2,3,2,1,1201,24
447,4,3,44,2,3,1,3,3,1,1201,24
448,4,3,45,2,2,1,3,3,1,1201,24
449,4,3,36,2,1,1,3,3,1,1201,24
450,4,4,39,2,4,1,3,3,1,1201,24
451,4,3,30,2,1,1,3,3,2,1201,24
452,4,4,34,3,4,1,3,2,1,1201,24
453,4,4,27,2,1,2,3,2,3,1201,24
454,4,5,4,1,0,2,2,2,1,1201,24
455,5,4,36,2,3,2,3,3,1,1201,24
456,5,4,20,2,0,1,3,1,1,1201,24
457,4,3,43,2,4,2,3,3,1,1201,24
458,4,3,31,2,1,1,3,3,2,1201,24
459,5,4,30,2,1,2,3,3,1,1201,24
460,4,4,37,2,5,2,3,2,1,1201,24
461,4,4,37,3,2,1,3,3,1,1201,24
462,4,3,36,2,2,1,3,3,2,1201,24
463,5,4,35,2,3,2,3,3,1,1201,24
464,5,4,28,2,1,2,3,2,1,1201,24
465,4,3,43,2,3,2,3,3,1,1201,24
466,5,4,36,2,2,2,3,3,1,1201,24
467,5,4,26,1,0,1,3,2,1,1201,24
468,5,4,26,3,1,2,3,2,1,1201,24
469,5,4,31,3,2,2,3,2,1,1201,24
470,5,4,13,1,0,1,3,1,1,1201,24
471,5,4,19,2,0,2,3,3,1,1201,24
472,5,4,24,1,0,1,3,2,1,1201,24
473,5,4,30,3,2,2,3,2,1,1201,24
474,4,3,54,2,5,1,2,4,1,1201,24
475,5,4,32,3,2,1,3,2,1,1201,24
476,5,4,30,2,1,1,3,2,1,1201,24
477,4,3,39,2,2,1,3,3,1,1201,24
478,5,4,33,2,1,2,3,3,1,1201,24
479,5,4,32,2,1,1,3,3,1,1201,24
480,4,3,42,2,2,1,3,3,1,1201,24
481,4,3,56,2,5,1,2,4,1,1201,24
482,4,5,14,1,0,2,3,2,1,1201,24
483,4,4,37,2,2,1,3,3,1,1201,24
484,4,4,40,2,5,2,2,3,1,1201,24
485,5,4,28,2,1,1,3,2,1,1201,24
486,5,4,31,2,1,1,3,3,1,1201,24
487,4,4,36,2,1,1,3,3,1,1201,24
488,5,4,24,4,1,1,3,1,1,1201,24
489,4,3,37,2,1,2,3,3,3,1201,24
490,5,4,32,3,2,1,3,2,1,1201,24
491,4,3,32,2,1,1,3,3,1,1201,24
492,4,4,37,3,3,1,3,3,1,1201,24
493,4,3,49,2,3,1,2,3,1,1201,24
494,5,4,14,1,0,1,3,2,1,1201,24
495,5,4,18,2,1,2,3,1,1,1201,24
496,4,3,48,2,5,2,2,4,1,1201,24
497,4,3,38,2,3,2,3,3,1,1201,24
498,5,4,31,2,1,2,3,3,1,1201,24
499,5,4,30,3,3,2,3,2,1,1201,24
500,4,4,41,2,5,2,2,3,1,1201,24
501,4,3,25,2,1,1,3,2,3,1201,24
502,5,4,18,1,0,1,3,2,1,1201,24
503,5,4,33,2,2,2,3,3,1,1201,24
504,5,4,23,2,1,2,3,2,1,1201,24
505,5,4,31,3,1,2,3,3,1,1201,24
506,4,3,52,2,5,1,2,3,2,1201,24
507,4,4,40,2,5,2,2,3,1,1201,24
508,4,3,41,2,2,1,3,3,1,1201,24
509,4,3,42,2,3,1,3,3,1,1201,24
510,5,4,27,3,1,1,3,2,1,1201,24
511,4,3,41,2,3,2,3,3,1,1201,24
512,3,4,14,2,0,2,2,2,3,1201,24
513,5,4,32,3,1,1,3,2,1,1201,24
514,3,4,22,3,1,1,2,2,3,1201,24
515,4,3,32,2,1,1,3,3,2,1201,24
516,4,4,32,2,1,2,3,3,1,1201,24
517,4,3,34,2,1,2,3,3,3,1201,24
518,5,4,30,3,1,1,3,2,1,1201,24
519,4,3,39,2,1,1,3,3,1,1201,24
520,4,3,27,2,1,1,3,2,3,1201,24
521,5,4,35,2,1,1,3,3,1,1201,24
522,5,4,30,2,1,1,3,2,1,1201,24
523,5,4,28,2,1,1,3,2,1,1201,24
524,4,3,43,2,3,2,3,3,1,1201,24
525,5,4,34,2,1,2,3,3,1,1201,24
526,5,4,34,2,1,2,3,3,1,1201,24
527,5,4,26,3,1,1,3,2,1,1201,24
528,4,3,47,2,5,1,2,3,1,1201,24
529,4,3,54,2,5,2,2,4,2,1201,24
530,5,4,24,1,0,1,3,2,1,1201,24
531,4,4,39,2,4,2,3,3,1,1201,24
532,5,4,21,1,0,1,3,2,2,1201,24
533,4,4,38,2,3,1,3,3,1,1201,24
534,5,4,30,2,1,1,3,2,1,1201,24
535,5,4,33,2,1,2,3,3,1,1201,24
536,4,5,9,1,0,2,3,2,1,1201,24
537,4,3,37,2,1,1,3,3,1,1201,24
538,5,4,34,3,5,2,3,2,1,1201,24
539,5,4,18,2,1,2,3,1,1,1201,24
540,4,3,57,2,5,2,2,4,1,1201,24
541,4,3,28,2,1,1,3,3,2,1201,24
542,4,3,40,2,3,1,3,3,1,1201,24
543,4,3,47,2,5,2,2,3,1,1201,24
544,4,4,34,2,1,1,3,3,1,1201,24
545,4,3,34,2,1,1,3,3,1,1201,24
546,5,4,25,1,0,1,3,2,1,1201,24
547,5,4,30,2,1,1,3,2,1,1201,24
548,5,4,19,1,0,1,3,2,1,1201,24
549,5,4,17,1,0,2,3,3,1,1201,24
550,5,4,33,3,2,2,3,3,1,1201,24
551,4,4,39,2,3,1,3,3,1,1201,24
552,4,3,38,2,3,1,2,3,2,1201,24
553,5,4,31,3,3,2,3,2,1,1201,24
554,4,3,26,2,1,1,3,2,3,1201,24
555,5,4,31,2,1,1,3,2,1,1201,24
