,0,1,2,3,4,5,6,7,8,9,10
43,4.0,2.0,48.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
44,4.0,2.0,73.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
45,4.0,2.0,54.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
46,4.0,2.0,53.0,2.0,0.0,2.0,3.0,1.0,3.0,1203.0,24.0
47,5.0,3.0,31.0,2.0,0.0,2.0,3.0,1.0,3.0,1203.0,24.0
48,4.0,2.0,75.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
49,4.0,2.0,41.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
50,5.0,2.0,48.0,3.0,1.0,1.0,3.0,2.0,3.0,1203.0,24.0
51,5.0,3.0,40.0,3.0,0.0,1.0,2.0,2.0,3.0,1203.0,24.0
52,3.0,2.0,84.0,1.0,3.0,2.0,3.0,2.0,3.0,1203.0,24.0
53,4.0,2.0,51.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
54,4.0,2.0,74.0,1.0,2.0,2.0,3.0,2.0,3.0,1203.0,24.0
55,5.0,2.0,38.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
56,4.0,2.0,62.0,2.0,1.0,2.0,3.0,2.0,3.0,1203.0,24.0
57,4.0,2.0,53.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
58,5.0,3.0,38.0,3.0,0.0,1.0,2.0,2.0,3.0,1203.0,24.0
59,5.0,2.0,29.0,3.0,0.0,2.0,2.0,2.0,3.0,1203.0,24.0
60,5.0,3.0,37.0,3.0,0.0,1.0,2.0,2.0,3.0,1203.0,24.0
61,4.0,2.0,59.0,2.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
62,5.0,2.0,38.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
63,3.0,2.0,95.0,1.0,5.0,2.0,2.0,2.0,3.0,1203.0,24.0
64,4.0,2.0,52.0,2.0,0.0,2.0,3.0,1.0,3.0,1203.0,24.0
65,5.0,2.0,42.0,3.0,0.0,1.0,2.0,1.0,3.0,1203.0,24.0
66,4.0,2.0,67.0,1.0,1.0,2.0,3.0,2.0,3.0,1203.0,24.0
67,3.0,2.0,83.0,1.0,3.0,2.0,3.0,2.0,3.0,1203.0,24.0
68,4.0,2.0,69.0,1.0,1.0,2.0,3.0,2.0,3.0,1203.0,24.0
69,3.0,2.0,103.0,1.0,6.0,2.0,2.0,2.0,3.0,1203.0,24.0
70,4.0,2.0,61.0,2.0,1.0,2.0,3.0,2.0,3.0,1203.0,24.0
71,4.0,2.0,69.0,1.0,1.0,2.0,3.0,2.0,3.0,1203.0,24.0
72,3.0,2.0,88.0,1.0,4.0,2.0,2.0,2.0,3.0,1203.0,24.0
73,4.0,2.0,73.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
74,4.0,2.0,57.0,2.0,1.0,1.0,3.0,2.0,3.0,1203.0,24.0
75,5.0,2.0,36.0,3.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
76,5.0,2.0,52.0,2.0,1.0,1.0,3.0,2.0,3.0,1203.0,24.0
77,4.0,2.0,61.0,2.0,1.0,2.0,3.0,2.0,3.0,1203.0,24.0
78,4.0,2.0,78.0,1.0,2.0,2.0,3.0,2.0,3.0,1203.0,24.0
79,5.0,2.0,50.0,2.0,1.0,1.0,3.0,2.0,3.0,1203.0,24.0
80,5.0,2.0,47.0,3.0,1.0,1.0,3.0,2.0,3.0,1203.0,24.0
81,5.0,3.0,31.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
82,3.0,2.0,103.0,1.0,6.0,2.0,2.0,2.0,3.0,1203.0,24.0
83,5.0,2.0,39.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
84,3.0,2.0,87.0,1.0,4.0,2.0,2.0,2.0,3.0,1203.0,24.0
85,4.0,2.0,69.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
86,4.0,2.0,83.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
87,5.0,2.0,49.0,3.0,1.0,1.0,3.0,2.0,3.0,1203.0,24.0
88,4.0,2.0,49.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
89,4.0,2.0,57.0,2.0,1.0,2.0,3.0,1.0,3.0,1203.0,24.0
90,4.0,2.0,75.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
91,5.0,2.0,35.0,3.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
92,4.0,2.0,102.0,1.0,3.0,1.0,3.0,1.0,4.0,1203.0,24.0
93,5.0,2.0,40.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
94,4.0,2.0,104.0,1.0,3.0,1.0,3.0,1.0,4.0,1203.0,24.0
95,3.0,2.0,117.0,1.0,8.0,2.0,1.0,3.0,3.0,1203.0,24.0
96,4.0,2.0,61.0,2.0,1.0,2.0,3.0,1.0,3.0,1203.0,24.0
97,3.0,2.0,86.0,1.0,4.0,2.0,3.0,2.0,3.0,1203.0,24.0
98,5.0,3.0,34.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
99,3.0,2.0,83.0,1.0,3.0,2.0,3.0,2.0,3.0,1203.0,24.0
100,5.0,3.0,38.0,3.0,1.0,1.0,2.0,2.0,3.0,1203.0,24.0
101,4.0,2.0,59.0,2.0,1.0,2.0,3.0,1.0,3.0,1203.0,24.0
102,4.0,2.0,57.0,2.0,1.0,1.0,3.0,2.0,3.0,1203.0,24.0
103,4.0,2.0,64.0,2.0,1.0,2.0,3.0,2.0,3.0,1203.0,24.0
104,5.0,2.0,49.0,3.0,1.0,1.0,2.0,2.0,3.0,1203.0,24.0
105,5.0,2.0,46.0,3.0,1.0,1.0,2.0,2.0,3.0,1203.0,24.0
106,4.0,2.0,45.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
107,3.0,2.0,87.0,1.0,4.0,2.0,2.0,2.0,3.0,1203.0,24.0
108,4.0,2.0,66.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
109,3.0,2.0,98.0,1.0,6.0,2.0,2.0,2.0,3.0,1203.0,24.0
110,5.0,2.0,32.0,3.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
111,4.0,2.0,88.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
112,3.0,2.0,88.0,1.0,4.0,2.0,2.0,2.0,3.0,1203.0,24.0
113,4.0,2.0,71.0,1.0,2.0,2.0,3.0,2.0,3.0,1203.0,24.0
114,4.0,2.0,77.0,1.0,2.0,2.0,3.0,2.0,3.0,1203.0,24.0
115,5.0,2.0,39.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
116,5.0,2.0,38.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
117,4.0,2.0,80.0,1.0,2.0,2.0,3.0,2.0,3.0,1203.0,24.0
118,5.0,2.0,47.0,3.0,1.0,1.0,2.0,2.0,3.0,1203.0,24.0
119,4.0,2.0,56.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
120,5.0,3.0,32.0,3.0,0.0,2.0,2.0,2.0,3.0,1203.0,24.0
121,4.0,2.0,92.0,1.0,2.0,1.0,3.0,2.0,4.0,1203.0,24.0
122,4.0,2.0,65.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
123,4.0,2.0,46.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
124,4.0,2.0,78.0,1.0,2.0,2.0,3.0,2.0,3.0,1203.0,24.0
125,4.0,2.0,63.0,2.0,1.0,2.0,3.0,2.0,3.0,1203.0,24.0
126,5.0,2.0,50.0,3.0,1.0,1.0,3.0,2.0,3.0,1203.0,24.0
127,5.0,2.0,31.0,3.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
128,5.0,2.0,37.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
129,4.0,2.0,61.0,2.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
130,3.0,2.0,109.0,1.0,7.0,2.0,1.0,2.0,3.0,1203.0,24.0
131,4.0,2.0,70.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
132,5.0,2.0,46.0,3.0,1.0,1.0,2.0,2.0,3.0,1203.0,24.0
133,4.0,2.0,57.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
134,5.0,2.0,54.0,2.0,1.0,1.0,3.0,2.0,3.0,1203.0,24.0
135,3.0,2.0,84.0,1.0,3.0,2.0,3.0,2.0,3.0,1203.0,24.0
136,3.0,2.0,82.0,1.0,3.0,2.0,3.0,2.0,3.0,1203.0,24.0
137,5.0,2.0,50.0,3.0,1.0,1.0,3.0,2.0,3.0,1203.0,24.0
138,5.0,2.0,52.0,2.0,1.0,1.0,3.0,2.0,3.0,1203.0,24.0
139,4.0,2.0,64.0,1.0,1.0,2.0,3.0,2.0,3.0,1203.0,24.0
140,3.0,2.0,106.0,1.0,7.0,2.0,2.0,2.0,3.0,1203.0,24.0
141,5.0,2.0,40.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
142,3.0,2.0,84.0,1.0,3.0,2.0,3.0,2.0,3.0,1203.0,24.0
143,3.0,2.0,85.0,1.0,4.0,2.0,3.0,2.0,3.0,1203.0,24.0
144,3.0,2.0,96.0,1.0,6.0,2.0,2.0,2.0,3.0,1203.0,24.0
145,4.0,2.0,87.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
146,4.0,2.0,80.0,1.0,2.0,2.0,3.0,2.0,3.0,1203.0,24.0
147,3.0,2.0,90.0,1.0,5.0,2.0,2.0,2.0,3.0,1203.0,24.0
148,4.0,2.0,64.0,2.0,1.0,2.0,3.0,2.0,3.0,1203.0,24.0
149,4.0,2.0,75.0,1.0,2.0,2.0,3.0,2.0,3.0,1203.0,24.0
150,5.0,2.0,31.0,3.0,0.0,2.0,2.0,2.0,3.0,1203.0,24.0
151,3.0,2.0,98.0,1.0,6.0,2.0,2.0,2.0,3.0,1203.0,24.0
152,5.0,2.0,48.0,3.0,1.0,1.0,3.0,2.0,3.0,1203.0,24.0
153,4.0,2.0,68.0,1.0,1.0,2.0,3.0,2.0,3.0,1203.0,24.0
154,5.0,2.0,47.0,3.0,1.0,1.0,2.0,2.0,3.0,1203.0,24.0
155,4.0,2.0,61.0,2.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
156,3.0,2.0,86.0,1.0,4.0,2.0,3.0,2.0,3.0,1203.0,24.0
157,4.0,2.0,70.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
158,5.0,2.0,39.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
159,4.0,2.0,71.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
160,4.0,2.0,63.0,2.0,1.0,2.0,3.0,2.0,3.0,1203.0,24.0
161,5.0,2.0,48.0,3.0,1.0,1.0,2.0,2.0,3.0,1203.0,24.0
162,4.0,2.0,72.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
163,3.0,2.0,90.0,1.0,5.0,2.0,2.0,2.0,3.0,1203.0,24.0
164,5.0,3.0,39.0,3.0,1.0,1.0,2.0,2.0,3.0,1203.0,24.0
165,5.0,3.0,28.0,3.0,0.0,2.0,3.0,1.0,3.0,1203.0,24.0
166,4.0,2.0,58.0,2.0,1.0,1.0,3.0,2.0,3.0,1203.0,24.0
167,4.0,2.0,117.0,1.0,4.0,1.0,2.0,1.0,4.0,1203.0,24.0
168,5.0,2.0,35.0,3.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
169,5.0,3.0,29.0,3.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
170,4.0,2.0,69.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
171,3.0,2.0,87.0,1.0,4.0,2.0,2.0,2.0,3.0,1203.0,24.0
172,4.0,2.0,58.0,2.0,1.0,2.0,3.0,1.0,3.0,1203.0,24.0
173,4.0,2.0,61.0,2.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
174,5.0,2.0,37.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
175,4.0,2.0,53.0,2.0,0.0,2.0,3.0,1.0,3.0,1203.0,24.0
176,4.0,2.0,65.0,1.0,1.0,2.0,3.0,2.0,3.0,1203.0,24.0
177,4.0,2.0,74.0,1.0,2.0,2.0,3.0,2.0,3.0,1203.0,24.0
178,3.0,2.0,82.0,1.0,3.0,2.0,3.0,2.0,3.0,1203.0,24.0
179,5.0,2.0,51.0,2.0,1.0,1.0,3.0,2.0,3.0,1203.0,24.0
180,5.0,2.0,42.0,3.0,1.0,1.0,2.0,2.0,3.0,1203.0,24.0
181,4.0,2.0,71.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
182,4.0,2.0,59.0,2.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
183,4.0,2.0,90.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
184,4.0,2.0,75.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
185,3.0,2.0,91.0,1.0,5.0,2.0,2.0,2.0,3.0,1203.0,24.0
186,3.0,2.0,103.0,1.0,6.0,2.0,2.0,2.0,3.0,1203.0,24.0
187,5.0,2.0,44.0,3.0,1.0,1.0,2.0,2.0,3.0,1203.0,24.0
188,5.0,2.0,46.0,3.0,1.0,1.0,2.0,1.0,3.0,1203.0,24.0
189,4.0,2.0,82.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
190,4.0,2.0,96.0,1.0,2.0,1.0,3.0,2.0,4.0,1203.0,24.0
191,5.0,2.0,34.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
192,3.0,2.0,83.0,1.0,3.0,2.0,3.0,2.0,3.0,1203.0,24.0
193,5.0,2.0,46.0,3.0,1.0,1.0,2.0,2.0,3.0,1203.0,24.0
194,4.0,2.0,52.0,2.0,0.0,2.0,3.0,1.0,3.0,1203.0,24.0
195,4.0,2.0,54.0,2.0,0.0,2.0,3.0,1.0,3.0,1203.0,24.0
196,5.0,2.0,42.0,3.0,1.0,1.0,2.0,2.0,3.0,1203.0,24.0
197,4.0,2.0,97.0,1.0,3.0,1.0,3.0,1.0,4.0,1203.0,24.0
198,5.0,2.0,34.0,2.0,0.0,2.0,2.0,1.0,3.0,1203.0,24.0
199,4.0,2.0,48.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
200,5.0,2.0,37.0,3.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
201,4.0,2.0,53.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
202,3.0,2.0,82.0,1.0,3.0,2.0,3.0,2.0,3.0,1203.0,24.0
203,4.0,2.0,113.0,1.0,3.0,1.0,2.0,1.0,4.0,1203.0,24.0
204,4.0,2.0,58.0,2.0,1.0,1.0,3.0,2.0,3.0,1203.0,24.0
205,4.0,2.0,55.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
206,4.0,2.0,85.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
207,3.0,2.0,96.0,1.0,6.0,2.0,2.0,2.0,3.0,1203.0,24.0
208,4.0,2.0,71.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
209,4.0,2.0,61.0,2.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
210,5.0,2.0,30.0,3.0,0.0,2.0,2.0,2.0,3.0,1203.0,24.0
211,5.0,2.0,44.0,3.0,1.0,1.0,2.0,2.0,3.0,1203.0,24.0
212,4.0,2.0,79.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
213,4.0,2.0,74.0,1.0,2.0,2.0,3.0,2.0,3.0,1203.0,24.0
214,4.0,2.0,63.0,2.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
215,4.0,2.0,56.0,2.0,0.0,2.0,3.0,1.0,3.0,1203.0,24.0
216,5.0,2.0,31.0,2.0,0.0,2.0,3.0,1.0,3.0,1203.0,24.0
217,5.0,2.0,45.0,3.0,1.0,1.0,2.0,2.0,3.0,1203.0,24.0
218,3.0,2.0,110.0,1.0,7.0,2.0,1.0,2.0,3.0,1203.0,24.0
219,4.0,2.0,86.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
220,5.0,3.0,42.0,3.0,0.0,1.0,2.0,2.0,3.0,1203.0,24.0
221,4.0,2.0,77.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
222,4.0,2.0,60.0,2.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
223,3.0,2.0,84.0,1.0,3.0,2.0,3.0,2.0,3.0,1203.0,24.0
224,4.0,2.0,43.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
225,4.0,2.0,83.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
226,5.0,2.0,53.0,2.0,1.0,1.0,3.0,2.0,3.0,1203.0,24.0
227,4.0,2.0,47.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
228,4.0,2.0,72.0,1.0,2.0,2.0,3.0,2.0,3.0,1203.0,24.0
229,4.0,2.0,60.0,2.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
230,5.0,2.0,30.0,2.0,0.0,2.0,3.0,1.0,3.0,1203.0,24.0
231,5.0,2.0,28.0,3.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
232,4.0,2.0,96.0,1.0,3.0,1.0,3.0,1.0,4.0,1203.0,24.0
233,5.0,2.0,44.0,3.0,1.0,1.0,2.0,2.0,3.0,1203.0,24.0
234,4.0,2.0,50.0,2.0,0.0,2.0,3.0,1.0,3.0,1203.0,24.0
235,3.0,2.0,91.0,1.0,5.0,2.0,2.0,2.0,3.0,1203.0,24.0
236,4.0,2.0,64.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
237,4.0,2.0,58.0,2.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
238,5.0,2.0,34.0,2.0,0.0,2.0,3.0,1.0,3.0,1203.0,24.0
239,3.0,2.0,81.0,1.0,3.0,2.0,3.0,2.0,3.0,1203.0,24.0
240,4.0,2.0,42.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
241,4.0,2.0,68.0,1.0,1.0,2.0,3.0,2.0,3.0,1203.0,24.0
242,4.0,2.0,63.0,2.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
243,5.0,2.0,34.0,3.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
244,5.0,2.0,42.0,3.0,1.0,1.0,2.0,2.0,3.0,1203.0,24.0
245,3.0,2.0,84.0,1.0,3.0,2.0,3.0,2.0,3.0,1203.0,24.0
246,4.0,2.0,70.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
247,4.0,2.0,120.0,1.0,4.0,1.0,2.0,1.0,4.0,1203.0,24.0
248,4.0,2.0,64.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
249,4.0,2.0,62.0,2.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
250,4.0,2.0,95.0,1.0,2.0,1.0,3.0,2.0,4.0,1203.0,24.0
251,5.0,2.0,44.0,3.0,1.0,1.0,2.0,2.0,3.0,1203.0,24.0
252,4.0,2.0,71.0,1.0,1.0,2.0,3.0,2.0,3.0,1203.0,24.0
253,5.0,2.0,54.0,2.0,1.0,1.0,3.0,2.0,3.0,1203.0,24.0
254,3.0,2.0,87.0,1.0,4.0,2.0,2.0,2.0,3.0,1203.0,24.0
255,5.0,2.0,40.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
256,4.0,2.0,75.0,1.0,2.0,2.0,3.0,2.0,3.0,1203.0,24.0
257,3.0,2.0,89.0,1.0,5.0,2.0,2.0,2.0,3.0,1203.0,24.0
258,3.0,2.0,84.0,1.0,3.0,2.0,3.0,2.0,3.0,1203.0,24.0
259,4.0,2.0,68.0,1.0,1.0,2.0,3.0,2.0,3.0,1203.0,24.0
260,3.0,2.0,103.0,1.0,6.0,2.0,2.0,2.0,3.0,1203.0,24.0
261,4.0,2.0,73.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
262,3.0,2.0,103.0,1.0,6.0,2.0,2.0,2.0,3.0,1203.0,24.0
263,4.0,2.0,57.0,2.0,1.0,1.0,3.0,2.0,3.0,1203.0,24.0
264,4.0,2.0,102.0,1.0,3.0,1.0,3.0,1.0,4.0,1203.0,24.0
265,4.0,2.0,104.0,1.0,3.0,1.0,2.0,1.0,4.0,1203.0,24.0
266,3.0,2.0,114.0,1.0,7.0,2.0,1.0,3.0,3.0,1203.0,24.0
267,5.0,2.0,40.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
268,5.0,2.0,53.0,2.0,1.0,1.0,3.0,2.0,3.0,1203.0,24.0
269,4.0,2.0,77.0,1.0,2.0,2.0,3.0,2.0,3.0,1203.0,24.0
270,5.0,2.0,44.0,3.0,1.0,1.0,2.0,2.0,3.0,1203.0,24.0
271,4.0,2.0,46.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
272,3.0,2.0,90.0,1.0,5.0,2.0,2.0,2.0,3.0,1203.0,24.0
273,4.0,2.0,65.0,1.0,1.0,2.0,3.0,2.0,3.0,1203.0,24.0
274,5.0,2.0,33.0,3.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
275,5.0,2.0,55.0,2.0,1.0,1.0,3.0,2.0,3.0,1203.0,24.0
276,4.0,2.0,43.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
277,4.0,2.0,68.0,1.0,1.0,2.0,3.0,2.0,3.0,1203.0,24.0
278,4.0,2.0,65.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
279,4.0,2.0,78.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
280,4.0,2.0,69.0,1.0,1.0,2.0,3.0,2.0,3.0,1203.0,24.0
281,4.0,2.0,51.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
282,3.0,2.0,84.0,1.0,3.0,2.0,3.0,2.0,3.0,1203.0,24.0
283,5.0,3.0,39.0,3.0,0.0,1.0,2.0,2.0,3.0,1203.0,24.0
284,4.0,2.0,105.0,1.0,3.0,1.0,2.0,1.0,4.0,1203.0,24.0
285,3.0,2.0,90.0,1.0,5.0,2.0,2.0,2.0,3.0,1203.0,24.0
286,4.0,2.0,73.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
287,4.0,2.0,73.0,1.0,2.0,1.0,3.0,2.0,3.0,1203.0,24.0
288,4.0,2.0,57.0,2.0,1.0,1.0,3.0,2.0,3.0,1203.0,24.0
289,4.0,2.0,66.0,1.0,1.0,2.0,3.0,2.0,3.0,1203.0,24.0
290,5.0,2.0,55.0,2.0,1.0,1.0,3.0,2.0,3.0,1203.0,24.0
291,5.0,2.0,41.0,3.0,1.0,1.0,2.0,2.0,3.0,1203.0,24.0
292,5.0,3.0,39.0,3.0,0.0,1.0,2.0,1.0,3.0,1203.0,24.0
293,4.0,2.0,67.0,1.0,1.0,2.0,3.0,2.0,3.0,1203.0,24.0
294,5.0,2.0,40.0,3.0,1.0,1.0,2.0,2.0,3.0,1203.0,24.0
295,5.0,2.0,34.0,2.0,0.0,2.0,3.0,2.0,3.0,1203.0,24.0
