,HINCP,NP,AGEP,RAC1P,ESR,SEX,WIF,HUPAC,HHT,PUMA,ST
223,5,2,56,1,3,2,3,4,1,1204,24
224,5,2,53,1,1,1,3,4,1,1204,24
225,5,3,22,1,1,2,3,2,1,1204,24
226,4,3,40,2,2,2,3,3,2,1204,24
227,4,3,23,2,1,1,3,2,2,1204,24
228,4,2,56,1,4,2,2,4,1,1204,24
229,4,2,65,1,5,1,2,4,1,1204,24
230,5,3,35,1,1,1,3,3,1,1204,24
231,5,2,52,1,3,2,3,4,1,1204,24
232,5,3,33,1,1,2,3,2,1,1204,24
233,4,3,34,2,2,2,3,2,3,1204,24
234,5,3,23,1,1,2,3,2,1,1204,24
235,5,3,26,2,1,2,3,2,1,1204,24
236,4,3,44,1,4,1,2,4,2,1204,24
237,5,3,22,1,1,2,3,2,1,1204,24
238,5,3,47,1,2,2,3,4,1,1204,24
239,4,2,51,1,3,2,3,4,1,1204,24
240,4,2,71,1,6,2,1,4,1,1204,24
241,4,3,28,2,1,2,2,2,3,1204,24
242,5,3,32,1,1,1,3,3,1,1204,24
243,4,3,30,2,2,1,3,3,2,1204,24
244,5,3,19,1,0,1,3,1,1,1204,24
245,5,3,22,2,1,2,3,2,1,1204,24
246,4,3,24,2,1,1,3,2,2,1204,24
247,4,2,63,1,5,1,2,4,1,1204,24
248,4,3,25,2,1,2,2,2,3,1204,24
249,5,3,23,2,1,1,3,2,1,1204,24
250,5,3,22,1,1,2,3,2,1,1204,24
251,5,3,28,1,1,1,3,2,1,1204,24
252,5,3,40,1,1,2,3,3,1,1204,24
253,4,3,22,2,1,2,3,2,2,1204,24
254,4,2,69,1,6,2,1,4,1,1204,24
255,5,3,25,1,1,2,3,2,1,1204,24
256,4,3,36,2,2,2,3,2,3,1204,24
257,4,2,60,1,5,2,2,4,2,1204,24
258,5,3,21,1,1,2,3,1,1,1204,24
259,5,2,59,1,4,1,2,4,1,1204,24
260,4,3,24,2,1,2,2,2,3,1204,24
261,4,2,58,1,5,1,2,4,1,1204,24
262,5,3,24,2,1,1,3,2,1,1204,24
263,3,3,30,2,2,2,2,2,3,1204,24
264,5,3,23,2,1,1,3,2,1,1204,24
265,4,2,62,1,6,2,2,4,2,1204,24
266,5,3,23,2,1,1,3,2,1,1204,24
267,4,3,40,2,2,2,3,3,2,1204,24
268,5,2,51,1,1,2,3,4,1,1204,24
269,5,3,29,2,2,2,3,2,1,1204,24
270,5,3,38,1,1,1,3,3,1,1204,24
271,5,3,30,2,2,2,3,2,1,1204,24
272,4,2,66,1,6,1,2,4,1,1204,24
273,5,3,33,2,1,2,3,2,1,1204,24
274,5,3,22,1,1,1,3,2,1,1204,24
275,5,2,51,1,2,2,3,4,1,1204,24
276,4,3,23,2,1,1,3,2,3,1204,24
277,5,3,36,1,1,1,3,3,1,1204,24
278,4,2,53,1,3,1,3,4,1,1204,24
279,4,2,61,1,5,1,2,4,1,1204,24
280,4,3,36,2,2,2,2,2,3,1204,24
281,5,3,32,2,2,2,3,2,1,1204,24
282,5,3,28,2,1,1,3,2,1,1204,24
283,5,3,25,2,1,2,3,2,1,1204,24
284,4,2,67,1,6,2,1,4,1,1204,24
285,5,3,22,2,1,2,3,2,1,1204,24
286,4,2,61,1,5,2,2,4,2,1204,24
287,5,2,50,1,1,1,3,4,1,1204,24
288,5,3,48,1,1,2,3,4,1,1204,24
289,4,2,55,1,5,2,2,4,1,1204,24
290,5,3,27,1,1,1,3,2,1,1204,24
291,5,3,40,1,1,1,3,3,1,1204,24
292,5,2,50,1,2,2,3,4,1,1204,24
293,4,3,22,2,1,1,3,2,2,1204,24
294,5,3,38,1,1,1,3,3,1,1204,24
295,5,3,23,1,1,2,3,1,1,1204,24
296,4,2,55,1,4,2,2,4,3,1204,24
297,5,3,25,1,1,1,3,2,1,1204,24
298,5,3,44,1,1,1,3,4,1,1204,24
299,5,3,38,2,2,2,3,3,1,1204,24
300,4,3,30,2,1,2,3,2,3,1204,24
301,5,3,23,2,1,1,3,2,1,1204,24
302,5,3,26,2,1,2,3,2,1,1204,24
303,4,2,55,1,4,2,2,4,3,1204,24
304,4,2,60,1,5,2,2,4,1,1204,24
305,4,3,37,2,2,2,3,3,3,1204,24
306,5,3,39,1,1,1,3,3,1,1204,24
307,5,3,26,2,2,2,3,2,1,1204,24
308,4,3,47,1,2,2,3,4,1,1204,24
309,4,2,68,1,6,2,1,4,1,1204,24
310,5,2,53,1,3,2,3,4,1,1204,24
311,5,3,33,1,1,2,3,2,1,1204,24
312,5,2,50,1,2,2,3,4,1,1204,24
313,5,3,23,2,1,1,3,2,1,1204,24
314,5,2,52,1,2,1,3,4,1,1204,24
315,4,2,64,1,6,2,2,4,2,1204,24
316,4,2,51,1,3,2,3,4,1,1204,24
317,5,3,27,1,1,1,3,2,1,1204,24
318,4,2,71,1,6,1,1,4,1,1204,24
319,5,3,28,1,0,1,3,2,1,1204,24
320,4,2,68,1,6,1,1,4,1,1204,24
321,4,2,71,1,6,1,1,4,1,1204,24
322,4,2,71,1,6,2,1,4,1,1204,24
323,5,3,36,1,1,2,3,3,1,1204,24
324,4,3,38,2,2,2,3,3,3,1204,24
325,5,2,64,1,5,2,2,4,1,1204,24
326,4,2,68,1,6,1,1,4,1,1204,24
327,5,3,25,1,1,1,3,2,1,1204,24
328,4,3,35,2,2,1,3,3,2,1204,24
329,5,3,22,1,1,2,3,2,1,1204,24
330,5,3,30,1,1,1,3,2,1,1204,24
331,5,3,49,1,1,2,3,4,1,1204,24
332,4,2,71,1,6,1,1,4,1,1204,24
333,5,3,45,1,2,1,3,4,1,1204,24
334,5,3,33,1,1,1,3,3,1,1204,24
335,4,3,51,1,4,2,3,4,2,1204,24
336,5,3,27,2,1,2,3,2,1,1204,24
337,4,3,27,2,1,2,3,2,3,1204,24
338,4,3,29,2,1,2,2,2,3,1204,24
339,4,2,67,1,6,1,1,4,1,1204,24
340,4,2,72,1,6,2,1,4,1,1204,24
341,4,3,40,2,2,1,3,4,2,1204,24
342,5,3,50,1,1,1,3,4,1,1204,24
343,5,3,27,1,1,1,3,2,1,1204,24
344,4,2,71,1,6,1,1,4,1,1204,24
345,5,3,41,1,1,1,3,3,1,1204,24
346,5,3,24,1,1,2,3,2,1,1204,24
347,4,2,58,1,5,2,2,4,1,1204,24
348,4,2,71,1,6,1,1,4,1,1204,24
349,4,2,73,1,6,1,1,4,1,1204,24
350,5,2,67,1,6,2,2,4,1,1204,24
351,5,3,48,1,2,2,3,4,1,1204,24
352,5,3,26,1,1,1,3,2,1,1204,24
353,4,3,25,2,2,1,3,2,3,1204,24
354,5,3,23,1,1,1,3,1,1,1204,24
355,5,3,33,1,1,1,3,3,1,1204,24
356,5,3,22,1,1,1,3,1,1,1204,24
357,5,3,36,2,2,2,3,3,1,1204,24
358,5,3,25,1,1,1,3,2,1,1204,24
359,5,3,47,1,1,2,3,4,1,1204,24
360,5,3,28,2,1,1,3,2,1,1204,24
361,5,3,21,1,1,1,3,1,1,1204,24
362,5,3,27,2,1,2,3,2,1,1204,24
363,4,3,43,1,3,1,3,4,2,1204,24
364,5,3,23,2,1,1,3,2,1,1204,24
365,4,2,66,1,6,2,2,4,1,1204,24
366,4,2,56,1,5,2,2,4,3,1204,24
367,5,3,46,1,1,2,3,4,1,1204,24
368,4,3,46,1,3,2,3,3,3,1204,24
369,4,2,65,1,6,1,2,4,1,1204,24
370,4,3,33,2,2,2,3,2,2,1204,24
371,5,3,27,2,1,2,3,2,1,1204,24
372,5,3,44,1,1,1,3,4,1,1204,24
373,5,3,20,1,1,1,3,1,1,1204,24
374,5,2,55,1,3,2,3,4,1,1204,24
375,5,3,29,2,1,2,3,2,1,1204,24
376,5,2,52,1,1,1,3,4,1,1204,24
377,5,3,25,2,1,2,3,2,1,1204,24
378,5,3,25,2,1,1,3,2,1,1204,24
379,4,3,25,2,1,1,3,2,2,1204,24
380,4,2,76,1,6,1,1,4,1,1204,24
381,3,3,35,2,2,2,2,2,3,1204,24
382,5,3,23,1,1,1,3,2,1,1204,24
383,5,3,39,1,1,1,3,3,1,1204,24
384,4,2,66,1,6,2,2,4,1,1204,24
385,5,3,23,2,1,2,3,2,1,1204,24
386,5,2,53,1,3,2,3,4,1,1204,24
387,5,2,54,1,2,2,3,4,1,1204,24
388,4,3,42,1,4,1,3,4,2,1204,24
389,4,2,57,1,5,2,2,4,2,1204,24
390,5,3,31,1,1,2,3,2,1,1204,24
391,4,3,27,2,1,2,2,2,3,1204,24
392,4,2,72,1,6,1,1,4,1,1204,24
393,5,3,32,2,2,2,3,2,1,1204,24
394,5,3,30,1,1,1,3,2,1,1204,24
395,5,3,21,1,1,1,3,1,1,1204,24
396,5,2,51,1,2,2,3,4,1,1204,24
397,4,2,51,1,3,2,3,4,1,1204,24
398,5,3,33,1,1,1,3,2,1,1204,24
399,5,3,26,1,1,1,3,2,1,1204,24
400,5,3,26,1,1,1,3,2,1,1204,24
401,4,2,70,1,6,1,1,4,1,1204,24
402,5,2,55,1,4,2,3,4,1,1204,24
403,4,2,60,1,5,1,2,4,1,1204,24
404,5,3,22,2,1,2,3,2,1,1204,24
405,4,3,48,1,3,2,3,3,3,1204,24
406,5,2,64,1,5,2,2,4,1,1204,24
407,5,3,23,1,1,1,3,2,1,1204,24
408,5,3,23,2,1,1,3,2,1,1204,24
409,5,3,26,2,2,2,3,2,1,1204,24
410,5,3,41,1,1,1,3,3,1,1204,24
411,5,3,23,2,1,2,3,2,1,1204,24
412,4,3,26,2,2,1,3,2,3,1204,24
413,5,3,40,1,1,1,3,3,1,1204,24
414,5,2,61,1,5,2,2,4,1,1204,24
415,5,3,38,1,1,1,3,3,1,1204,24
416,4,3,30,2,1,1,3,3,1,1204,24
417,5,3,27,1,1,1,3,2,1,1204,24
418,5,3,22,2,1,1,3,2,1,1204,24
419,4,3,38,2,2,2,3,3,3,1204,24
420,4,2,70,1,6,2,1,4,1,1204,24
421,5,3,48,1,1,1,3,4,1,1204,24
422,5,3,30,1,1,1,3,2,1,1204,24
423,4,2,51,1,3,2,3,4,1,1204,24
424,5,3,29,2,1,1,3,2,1,1204,24
425,5,3,42,2,2,2,3,3,1,1204,24
426,4,3,41,2,2,2,3,3,3,1204,24
427,4,3,29,2,2,1,3,3,3,1204,24
428,5,2,61,1,5,2,2,4,1,1204,24
429,4,2,73,1,6,1,1,4,1,1204,24
430,5,3,37,1,1,1,3,3,1,1204,24
431,5,2,50,1,2,2,3,4,1,1204,24
432,5,3,27,2,2,2,3,2,1,1204,24
433,4,3,35,2,2,2,3,3,2,1204,24
434,5,3,24,1,1,1,3,1,1,1204,24
435,5,3,22,2,1,2,3,2,1,1204,24
436,4,2,52,1,5,1,2,4,2,1204,24
437,5,3,26,1,1,2,3,2,1,1204,24
438,5,3,37,1,1,2,3,3,1,1204,24
439,5,2,51,1,1,2,3,4,1,1204,24
440,4,2,67,1,6,2,1,4,1,1204,24
441,4,3,54,1,5,2,2,4,3,1204,24
442,5,2,52,1,1,1,3,4,1,1204,24
443,5,3,22,2,1,2,3,2,1,1204,24
444,5,3,26,1,1,1,3,2,1,1204,24
445,5,3,29,2,1,2,3,2,1,1204,24
446,4,3,33,2,3,1,3,3,3,1204,24
447,5,3,37,1,1,1,3,3,1,1204,24
448,4,3,37,2,3,1,3,3,3,1204,24
449,5,3,23,2,1,2,3,2,1,1204,24
450,5,3,27,2,2,2,3,2,1,1204,24
451,5,3,25,1,1,1,3,2,1,1204,24
452,5,3,26,2,2,2,3,2,1,1204,24
453,5,3,26,1,1,1,3,2,1,1204,24
454,4,2,69,1,6,2,1,4,1,1204,24
455,5,3,28,1,1,2,3,2,1,1204,24
456,4,3,28,2,1,2,3,2,3,1204,24
457,4,2,53,1,4,2,3,4,2,1204,24
458,5,3,23,1,1,2,3,2,1,1204,24
459,5,3,39,1,1,1,3,3,1,1204,24
460,5,3,36,1,1,2,3,3,1,1204,24
461,4,2,60,1,5,1,2,4,1,1204,24
462,5,3,37,1,1,1,3,3,1,1204,24
463,4,3,35,2,2,2,3,2,3,1204,24
464,5,3,25,1,1,1,3,2,1,1204,24
465,4,3,46,1,3,2,3,3,3,1204,24
466,5,3,27,1,1,1,3,2,1,1204,24
467,4,3,34,2,2,2,3,2,3,1204,24
468,5,2,56,1,2,2,3,4,1,1204,24
469,5,3,41,2,2,2,3,3,1,1204,24
470,5,3,45,1,1,1,3,4,1,1204,24
471,5,3,21,1,1,2,3,1,1,1204,24
472,5,3,38,1,1,1,3,3,1,1204,24
473,5,3,26,1,1,2,3,2,1,1204,24
474,5,3,27,1,1,1,3,2,1,1204,24
475,5,2,51,1,2,2,3,4,1,1204,24
476,4,3,33,2,2,2,3,2,3,1204,24
477,5,2,50,1,2,1,3,4,1,1204,24
478,4,2,71,1,6,1,1,4,1,1204,24
479,5,2,58,1,4,1,3,4,1,1204,24
480,4,3,40,2,2,2,3,3,3,1204,24
481,5,3,25,1,1,2,3,2,1,1204,24
482,5,3,31,1,1,1,3,2,1,1204,24
483,5,3,24,2,1,2,3,2,1,1204,24
484,5,2,62,1,5,2,2,4,1,1204,24
485,5,2,51,1,2,2,3,4,1,1204,24
486,5,3,48,1,2,2,3,4,1,1204,24
487,5,2,51,1,1,1,3,4,1,1204,24
488,5,3,37,2,2,2,3,3,1,1204,24
489,4,2,61,1,6,2,2,4,2,1204,24
490,5,3,29,1,1,1,3,2,1,1204,24
491,5,3,48,1,1,1,3,4,1,1204,24
492,5,3,30,1,1,2,3,2,1,1204,24
493,5,3,23,1,1,1,3,2,1,1204,24
494,5,3,27,1,1,1,3,2,1,1204,24
495,5,3,25,2,1,2,3,2,1,1204,24
496,4,3,51,1,4,2,2,3,3,1204,24
497,5,3,26,2,1,1,3,2,1,1204,24
498,4,2,50,1,2,1,3,4,1,1204,24
499,5,3,27,1,1,2,3,2,1,1204,24
500,4,3,40,2,2,2,3,3,2,1204,24
501,5,3,27,1,1,1,3,2,1,1204,24
502,4,2,54,1,4,2,3,4,1,1204,24
503,4,3,35,2,2,2,3,2,3,1204,24
504,4,2,63,1,6,2,2,4,1,1204,24
505,4,3,25,2,1,2,2,2,3,1204,24
506,4,3,23,2,1,1,3,2,2,1204,24
507,5,3,24,2,1,2,3,2,1,1204,24
508,4,3,31,2,1,2,3,2,3,1204,24
509,4,2,70,1,6,2,1,4,1,1204,24
510,4,2,70,1,6,2,1,4,1,1204,24
511,5,3,25,2,1,2,3,2,1,1204,24
512,5,3,42,1,1,2,3,3,1,1204,24
513,5,3,31,1,1,1,3,2,1,1204,24
514,4,2,69,1,6,1,1,4,1,1204,24
515,4,2,68,1,6,2,1,4,1,1204,24
516,5,2,60,1,5,2,2,4,1,1204,24
517,5,3,22,1,1,1,3,2,1,1204,24
518,4,2,68,1,6,2,1,4,1,1204,24
519,5,3,28,1,1,1,3,2,1,1204,24
520,5,2,59,1,4,1,2,4,1,1204,24
521,4,2,71,1,6,1,1,4,1,1204,24
522,4,2,70,1,6,2,1,4,1,1204,24
523,5,3,29,1,1,2,3,2,1,1204,24
524,4,3,39,2,2,2,3,3,2,1204,24
525,5,3,31,2,2,2,3,2,1,1204,24
526,4,2,64,1,5,1,2,4,1,1204,24
527,5,3,28,1,1,1,3,2,1,1204,24
528,5,3,31,2,1,1,3,2,1,1204,24
529,5,3,22,1,1,2,3,2,1,1204,24
530,5,3,28,1,1,1,3,2,1,1204,24
531,5,3,39,1,1,2,3,3,1,1204,24
532,4,2,78,1,6,1,1,4,1,1204,24
533,4,2,52,1,4,1,2,4,2,1204,24
534,5,3,26,2,1,1,3,2,1,1204,24
535,3,3,30,2,2,2,2,2,3,1204,24
536,5,3,40,1,1,2,3,3,1,1204,24
537,4,2,60,1,5,2,2,4,3,1204,24
538,3,3,30,2,2,2,2,2,3,1204,24
539,5,2,53,1,3,1,3,4,1,1204,24
540,4,2,72,1,6,2,1,4,1,1204,24
541,5,3,49,1,1,1,3,4,1,1204,24
542,5,2,56,1,3,1,3,4,1,1204,24
543,5,3,24,2,1,1,3,2,1,1204,24
544,4,2,75,1,6,1,1,4,1,1204,24
545,5,3,45,1,1,1,3,4,1,1204,24
546,5,3,27,1,1,2,3,2,1,1204,24
547,4,2,65,1,6,2,2,4,1,1204,24
548,4,2,70,1,6,1,1,4,1,1204,24
549,4,2,66,1,6,1,2,4,1,1204,24
550,4,2,68,1,6,2,1,4,1,1204,24
551,5,2,51,1,2,2,3,4,1,1204,24
552,5,3,28,1,1,1,3,2,1,1204,24
553,3,3,26,2,1,2,2,2,3,1204,24
554,5,3,31,1,1,2,3,2,1,1204,24
555,5,3,31,1,1,1,3,2,1,1204,24
