,HINCP,NP,AGEP,RAC1P,ESR,SEX,WIF,HUPAC,HHT,PUMA,ST
66,4,3,35,1,3,1,2,4,1,1204,24
67,4,3,62,1,2,1,3,2,3,1204,24
68,5,4,0,3,0,1,3,3,1,1204,24
69,4,3,38,1,1,1,2,3,2,1204,24
70,5,4,0,4,0,1,3,2,3,1204,24
71,4,2,87,1,5,1,2,3,2,1204,24
72,4,3,49,1,3,1,2,4,1,1204,24
73,4,3,81,1,3,1,3,2,4,1204,24
74,5,5,0,4,0,1,3,2,2,1204,24
75,4,2,55,1,4,1,2,4,1,1204,24
76,4,2,62,1,5,1,2,4,1,1204,24
77,4,3,50,1,2,1,2,3,2,1204,24
78,4,3,56,1,2,1,2,3,2,1204,24
79,5,4,6,3,0,1,3,3,1,1204,24
80,4,3,24,2,0,1,3,3,2,1204,24
81,4,3,48,1,1,1,3,3,2,1204,24
82,4,2,71,1,5,1,2,4,1,1204,24
83,4,2,70,1,5,1,2,4,1,1204,24
84,4,4,9,3,0,1,3,2,3,1204,24
85,5,5,0,3,0,1,3,3,1,1204,24
86,4,5,0,4,0,1,3,2,4,1204,24
87,4,2,81,1,6,1,2,4,1,1204,24
88,5,3,6,2,2,1,2,4,1,1204,24
89,5,5,0,5,0,1,3,2,4,1204,24
90,4,3,72,1,4,1,2,3,3,1204,24
91,4,3,48,1,2,1,2,4,1,1204,24
92,5,5,0,4,0,1,3,2,4,1204,24
93,4,2,82,1,9,1,1,5,1,1204,24
94,4,2,70,1,5,1,2,4,1,1204,24
95,4,3,73,1,3,1,3,3,3,1204,24
96,5,4,0,4,0,1,3,3,2,1204,24
97,5,5,0,4,0,1,3,2,2,1204,24
98,4,3,49,1,2,1,2,3,1,1204,24
99,4,2,73,1,4,1,2,3,3,1204,24
100,4,2,76,1,5,1,2,3,2,1204,24
101,5,5,0,5,0,1,4,2,4,1204,24
102,4,3,66,1,3,1,2,3,2,1204,24
103,5,5,0,5,0,1,3,2,4,1204,24
104,4,3,48,1,1,1,3,2,3,1204,24
105,4,5,0,4,0,1,3,2,4,1204,24
106,4,3,55,1,2,1,2,3,2,1204,24
107,5,4,0,4,0,1,3,2,2,1204,24
108,4,3,67,1,3,1,3,3,3,1204,24
109,4,2,70,1,5,1,2,4,1,1204,24
110,4,3,66,1,3,1,2,3,2,1204,24
111,5,4,0,4,0,1,3,2,3,1204,24
112,4,2,57,1,5,1,2,4,1,1204,24
113,4,3,58,1,2,1,3,2,4,1204,24
114,4,2,81,1,5,1,2,4,1,1204,24
115,5,5,0,5,0,1,3,2,3,1204,24
116,4,3,57,1,2,1,3,3,3,1204,24
117,4,2,56,1,4,1,2,4,1,1204,24
118,4,2,59,1,3,1,2,3,1,1204,24
119,4,3,53,1,2,1,2,3,2,1204,24
120,4,2,62,1,4,1,2,4,1,1204,24
121,4,3,50,1,3,1,2,4,1,1204,24
122,5,4,0,3,0,1,3,3,2,1204,24
123,5,4,0,2,1,1,2,3,1,1204,24
124,5,5,0,4,0,1,3,2,3,1204,24
125,5,4,2,4,0,1,3,2,3,1204,24
126,5,6,0,5,0,1,4,1,4,1204,24
127,5,4,0,4,0,1,3,2,2,1204,24
128,4,2,88,1,7,1,2,4,1,1204,24
129,4,2,68,1,6,1,2,4,1,1204,24
130,4,2,55,1,3,1,2,4,1,1204,24
131,4,2,55,1,7,1,2,4,1,1204,24
132,4,3,13,1,2,1,2,4,1,1204,24
133,4,2,61,1,7,1,1,4,1,1204,24
134,5,5,0,4,0,1,3,3,1,1204,24
135,4,3,62,1,2,1,3,3,3,1204,24
136,4,3,44,1,1,1,2,3,2,1204,24
137,4,2,63,1,4,1,2,4,1,1204,24
138,4,2,63,1,4,1,2,4,1,1204,24
139,4,3,47,1,1,1,3,2,4,1204,24
140,4,3,46,1,3,1,2,4,1,1204,24
141,4,2,78,1,6,1,2,4,1,1204,24
142,5,5,0,4,0,1,3,3,1,1204,24
143,5,4,0,4,0,1,3,2,3,1204,24
144,4,2,74,1,5,1,2,4,1,1204,24
145,4,3,25,2,1,1,2,3,1,1204,24
146,4,4,23,2,0,1,3,2,3,1204,24
147,4,3,68,1,3,1,2,3,2,1204,24
148,4,3,34,1,5,1,2,4,1,1204,24
149,4,5,0,4,0,1,3,2,4,1204,24
150,4,3,39,1,1,1,3,2,3,1204,24
151,4,2,74,1,6,1,2,4,1,1204,24
152,5,5,0,5,0,1,3,2,4,1204,24
153,4,2,74,1,6,1,2,4,1,1204,24
154,4,3,47,1,4,1,2,4,1,1204,24
155,4,3,18,2,2,1,2,4,1,1204,24
156,5,5,0,4,0,1,3,2,3,1204,24
157,4,2,68,1,5,1,2,4,1,1204,24
158,4,2,57,1,4,1,2,4,1,1204,24
159,4,2,57,1,4,1,2,4,1,1204,24
160,4,3,44,1,2,1,2,3,1,1204,24
161,4,2,51,1,4,1,2,4,1,1204,24
162,5,4,3,3,0,1,3,3,1,1204,24
163,4,4,12,3,0,1,3,2,4,1204,24
164,4,4,18,2,0,1,3,2,4,1204,24
165,5,6,0,5,0,1,4,2,4,1204,24
166,5,5,0,4,0,1,3,2,4,1204,24
167,5,5,0,4,0,1,3,3,1,1204,24
168,4,2,79,1,7,1,2,4,1,1204,24
169,5,5,0,4,0,1,3,2,2,1204,24
170,4,3,31,2,1,1,3,3,2,1204,24
171,4,3,30,1,4,1,2,4,1,1204,24
172,4,3,23,2,0,1,3,3,2,1204,24
173,5,5,0,4,0,1,3,2,3,1204,24
174,4,5,0,4,0,1,3,2,4,1204,24
175,5,4,0,4,0,1,3,2,2,1204,24
176,4,2,58,1,7,1,1,5,1,1204,24
177,4,3,34,1,1,1,3,3,2,1204,24
178,4,4,35,1,1,1,3,2,4,1204,24
179,4,3,54,1,3,1,2,4,1,1204,24
180,4,2,83,1,5,1,2,3,2,1204,24
181,5,4,0,3,0,1,3,3,2,1204,24
182,4,4,25,2,0,1,3,2,4,1204,24
183,5,5,0,4,0,1,3,2,3,1204,24
184,4,4,38,1,1,1,3,2,4,1204,24
185,4,4,20,2,0,1,3,2,3,1204,24
186,4,4,9,3,0,1,3,2,3,1204,24
187,4,2,104,1,6,1,2,3,3,1204,24
188,4,2,91,1,4,1,2,3,3,1204,24
189,4,3,46,1,1,1,3,2,4,1204,24
190,4,2,95,1,8,1,2,4,1,1204,24
191,4,3,48,1,2,1,2,3,2,1204,24
192,4,2,92,1,8,1,2,4,1,1204,24
193,4,2,60,1,3,1,2,3,1,1204,24
194,4,3,66,1,3,1,2,3,2,1204,24
195,4,3,67,1,3,1,2,3,2,1204,24
196,4,2,86,1,6,1,2,4,1,1204,24
197,5,4,2,3,0,1,3,3,2,1204,24
198,4,4,18,2,0,1,3,2,3,1204,24
199,4,2,59,1,4,1,2,4,1,1204,24
200,4,4,31,2,1,1,3,2,3,1204,24
201,4,5,7,3,0,1,3,2,4,1204,24
202,4,2,68,1,5,1,2,4,1,1204,24
203,4,3,45,1,1,1,3,2,4,1204,24
204,5,5,0,5,0,1,3,2,3,1204,24
205,4,2,81,1,5,1,2,3,2,1204,24
206,4,2,57,1,5,1,2,4,1,1204,24
207,5,5,0,4,0,1,3,2,3,1204,24
208,4,3,64,1,2,1,3,3,3,1204,24
209,4,3,19,2,2,1,2,4,1,1204,24
210,4,2,83,1,5,1,2,3,2,1204,24
211,5,4,0,4,0,1,3,3,2,1204,24
212,4,4,19,2,0,1,3,2,3,1204,24
213,4,4,9,3,0,1,3,2,3,1204,24
214,5,5,0,4,0,1,3,2,3,1204,24
215,4,3,57,1,2,1,3,2,3,1204,24
216,4,2,69,1,6,1,2,4,1,1204,24
217,4,3,23,2,0,1,3,3,2,1204,24
218,4,3,54,1,1,1,3,2,3,1204,24
219,4,2,68,1,4,1,2,4,1,1204,24
220,5,6,0,5,0,1,4,2,3,1204,24
221,4,5,0,4,0,1,4,2,5,1204,24
222,4,2,44,1,5,1,2,4,1,1204,24
223,5,5,0,4,0,1,3,2,3,1204,24
224,5,5,0,4,0,1,3,2,4,1204,24
225,4,2,93,1,4,1,2,3,3,1204,24
226,5,5,0,4,0,1,3,2,3,1204,24
227,4,3,52,1,2,1,2,3,2,1204,24
228,4,2,64,1,4,1,2,3,2,1204,24
229,4,2,76,1,5,1,2,4,1,1204,24
230,4,3,71,1,3,1,2,3,3,1204,24
231,5,4,0,3,1,1,2,3,1,1204,24
232,4,4,19,2,0,1,3,2,3,1204,24
233,4,2,60,1,3,1,2,3,1,1204,24
234,5,4,0,4,0,1,3,3,2,1204,24
235,4,3,74,1,2,1,3,2,4,1204,24
236,4,3,59,1,2,1,3,3,3,1204,24
237,4,3,81,1,3,1,3,2,4,1204,24
238,4,3,35,1,1,1,3,2,3,1204,24
239,4,3,55,1,2,1,2,3,2,1204,24
240,4,2,88,1,6,1,2,3,1,1204,24
241,4,3,44,1,2,1,2,4,1,1204,24
242,4,3,36,1,2,1,2,3,1,1204,24
243,4,3,52,1,2,1,2,3,2,1204,24
244,4,3,21,2,1,1,2,3,1,1204,24
245,4,3,21,1,2,1,2,4,1,1204,24
246,5,5,0,4,0,1,3,2,3,1204,24
247,5,5,0,4,0,1,3,2,2,1204,24
248,4,2,78,1,5,1,2,4,1,1204,24
249,5,3,4,1,4,1,2,4,1,1204,24
250,4,3,30,2,1,1,2,3,1,1204,24
251,4,3,49,1,3,1,2,4,1,1204,24
252,4,2,60,1,5,1,2,4,1,1204,24
253,4,3,54,1,3,1,2,4,1,1204,24
254,5,4,0,3,0,1,3,3,1,1204,24
255,4,4,28,2,1,1,3,2,4,1204,24
256,5,5,0,5,0,1,4,2,3,1204,24
257,4,2,77,1,6,1,2,4,1,1204,24
258,4,2,47,1,4,1,2,4,1,1204,24
259,5,4,0,4,0,1,3,3,2,1204,24
260,4,3,59,1,3,1,2,3,1,1204,24
261,5,4,4,3,0,1,3,2,3,1204,24
262,5,5,0,4,0,1,3,2,2,1204,24
263,4,2,50,1,5,1,2,4,1,1204,24
264,4,2,57,1,4,1,2,4,1,1204,24
265,4,3,73,1,3,1,2,3,3,1204,24
266,4,3,26,1,2,1,2,4,1,1204,24
267,4,2,85,1,5,1,2,3,2,1204,24
268,4,2,73,1,5,1,2,4,1,1204,24
269,4,2,78,1,4,1,2,3,3,1204,24
270,5,6,0,5,0,1,4,2,4,1204,24
271,4,2,81,1,4,1,2,3,3,1204,24
272,4,2,74,1,4,1,2,3,3,1204,24
273,4,3,60,1,2,1,3,2,4,1204,24
274,4,2,75,1,6,1,2,4,1,1204,24
275,4,4,27,2,1,1,3,2,4,1204,24
276,4,2,64,1,5,1,2,4,1,1204,24
277,4,3,59,1,2,1,3,2,3,1204,24
278,4,3,66,1,2,1,3,3,3,1204,24
279,5,4,0,4,0,1,3,2,3,1204,24
280,5,4,0,4,0,1,3,2,3,1204,24
281,5,4,0,4,0,1,3,2,3,1204,24
282,4,3,52,1,3,1,2,4,1,1204,24
283,5,5,0,4,0,1,3,2,3,1204,24
284,5,5,0,4,0,1,3,2,4,1204,24
285,4,5,18,2,0,1,3,2,5,1204,24
286,4,4,18,2,0,1,3,2,3,1204,24
287,4,2,77,1,4,1,2,3,2,1204,24
288,5,4,0,3,0,1,3,3,2,1204,24
289,4,3,27,2,0,1,3,3,3,1204,24
290,4,2,66,1,4,1,2,4,1,1204,24
291,5,5,0,4,0,1,3,2,2,1204,24
292,4,4,10,3,0,1,3,2,3,1204,24
293,4,2,52,1,4,1,2,4,1,1204,24
294,4,3,65,1,2,1,2,3,3,1204,24
295,4,3,47,1,3,1,2,4,1,1204,24
296,4,5,0,4,0,1,3,2,4,1204,24
297,5,5,0,4,0,1,3,2,3,1204,24
298,4,4,38,1,1,1,3,2,4,1204,24
299,4,3,63,1,3,1,2,3,2,1204,24
300,4,3,63,1,3,1,2,3,2,1204,24
301,4,3,48,1,1,1,3,2,4,1204,24
302,5,6,0,5,0,1,4,2,4,1204,24
303,4,3,56,1,2,1,3,2,3,1204,24
304,5,4,2,3,0,1,3,3,2,1204,24
305,4,3,65,1,3,1,2,3,3,1204,24
306,4,2,79,1,6,1,2,4,1,1204,24
307,4,4,7,3,0,1,3,3,2,1204,24
308,5,4,2,3,0,1,3,3,2,1204,24
309,5,4,0,4,0,1,3,2,3,1204,24
310,4,2,54,1,5,1,2,4,1,1204,24
311,4,3,46,1,2,1,2,4,1,1204,24
312,5,4,0,4,0,1,3,3,2,1204,24
313,4,3,60,1,3,1,2,3,2,1204,24
314,5,5,0,4,0,1,3,3,1,1204,24
315,5,6,0,5,0,1,4,2,4,1204,24
316,4,4,11,3,0,1,3,2,4,1204,24
317,4,3,41,1,4,1,2,4,1,1204,24
318,5,5,0,4,0,1,3,2,4,1204,24
319,4,2,66,1,6,1,2,4,1,1204,24
320,4,3,44,1,1,1,3,2,4,1204,24
321,4,2,55,1,3,1,2,4,1,1204,24
322,5,4,0,4,0,1,3,3,2,1204,24
323,4,3,78,1,3,1,3,2,3,1204,24
324,5,4,0,3,0,1,3,3,1,1204,24
325,4,2,64,1,4,1,2,4,1,1204,24
326,4,2,90,1,4,1,3,2,3,1204,24
327,5,4,0,4,0,1,3,3,1,1204,24
328,4,3,25,1,2,1,2,4,1,1204,24
329,4,3,43,1,1,1,3,3,3,1204,24
330,4,2,78,1,4,1,2,3,3,1204,24
331,4,5,7,3,0,1,3,2,4,1204,24
332,4,2,73,1,6,1,2,4,1,1204,24
333,5,4,0,4,0,1,3,2,3,1204,24
334,4,4,27,2,0,1,3,2,3,1204,24
335,5,5,0,5,0,1,3,2,3,1204,24
336,4,4,36,1,1,1,3,2,3,1204,24
337,5,4,0,4,0,1,3,2,2,1204,24
338,4,3,37,1,1,1,3,3,3,1204,24
339,4,3,68,1,2,1,3,2,3,1204,24
340,5,5,0,4,0,1,3,2,4,1204,24
341,4,2,59,1,3,1,2,4,1,1204,24
342,4,3,54,1,2,1,3,3,2,1204,24
343,5,4,0,4,0,1,3,2,3,1204,24
344,4,2,74,1,5,1,2,3,2,1204,24
345,4,3,65,1,2,1,3,2,4,1204,24
346,4,2,69,1,4,1,2,3,1,1204,24
347,5,5,0,4,0,1,3,2,3,1204,24
348,4,4,23,2,0,1,3,2,3,1204,24
349,4,4,6,3,0,1,3,2,3,1204,24
350,4,2,60,1,5,1,2,4,1,1204,24
351,5,4,0,3,0,1,3,3,2,1204,24
352,4,2,63,1,6,1,2,4,1,1204,24
353,5,4,0,4,0,1,3,2,3,1204,24
354,4,2,54,1,4,1,2,4,1,1204,24
355,4,2,57,1,5,1,2,4,1,1204,24
356,4,2,57,1,5,1,2,4,1,1204,24
357,5,4,0,3,1,1,2,3,1,1204,24
358,4,2,59,1,3,1,2,4,1,1204,24
359,4,3,67,1,3,1,2,3,2,1204,24
360,4,3,51,1,2,1,2,3,1,1204,24
361,4,2,101,1,8,1,2,4,1,1204,24
362,4,3,79,1,3,1,3,2,3,1204,24
363,4,3,49,1,1,1,3,2,4,1204,24
364,4,2,77,1,6,1,2,4,1,1204,24
365,4,3,79,1,3,1,3,2,4,1204,24
366,4,2,76,1,5,1,2,4,1,1204,24
367,4,3,41,1,1,1,3,3,2,1204,24
368,5,6,0,5,0,1,4,1,4,1204,24
369,4,2,97,1,5,1,2,3,3,1204,24
370,4,3,69,1,3,1,2,3,3,1204,24
371,4,2,71,1,5,1,2,4,1,1204,24
372,5,3,12,2,1,1,2,3,1,1204,24
373,5,4,8,3,0,1,3,3,2,1204,24
374,4,3,51,1,3,1,2,4,1,1204,24
375,4,2,72,1,6,1,2,4,1,1204,24
376,4,3,19,1,3,1,2,4,1,1204,24
377,4,3,48,1,1,1,2,3,2,1204,24
378,4,3,60,1,2,1,3,2,4,1204,24
379,4,4,28,2,0,1,3,2,3,1204,24
380,4,3,78,1,3,1,3,2,4,1204,24
381,5,6,0,5,0,1,4,2,4,1204,24
382,4,2,68,1,4,1,2,3,2,1204,24
383,5,3,11,2,2,1,2,4,1,1204,24
384,5,3,16,2,1,1,2,3,1,1204,24
385,5,4,0,4,0,1,3,2,3,1204,24
386,4,3,58,1,3,1,2,3,1,1204,24
387,4,3,15,3,0,1,3,3,2,1204,24
388,4,2,62,1,4,1,2,4,1,1204,24
389,5,3,9,2,1,1,2,3,1,1204,24
390,4,2,56,1,3,1,2,4,1,1204,24
391,5,5,0,4,0,1,3,3,2,1204,24
392,4,2,75,1,4,1,2,3,2,1204,24
393,4,2,95,1,5,1,2,3,2,1204,24
394,4,2,80,1,6,1,2,4,1,1204,24
395,5,5,0,4,0,1,3,2,3,1204,24
396,4,2,93,1,7,1,2,4,1,1204,24
397,5,5,0,4,0,1,3,2,2,1204,24
398,4,2,66,1,4,1,2,4,1,1204,24
399,4,3,70,1,3,1,2,3,3,1204,24
400,5,4,0,4,0,1,3,3,2,1204,24
401,5,5,0,4,0,1,3,2,3,1204,24
402,4,3,63,1,3,1,2,3,2,1204,24
403,4,2,84,1,6,1,2,4,1,1204,24
404,4,5,0,4,0,1,3,2,4,1204,24
405,4,3,61,1,3,1,2,3,2,1204,24
406,4,3,56,1,1,1,3,2,4,1204,24
407,4,3,52,1,2,1,2,3,2,1204,24
408,4,4,0,4,0,1,3,2,4,1204,24
409,5,4,0,4,0,1,3,3,2,1204,24
410,4,3,58,1,3,1,2,3,1,1204,24
411,4,3,43,1,1,1,3,2,3,1204,24
412,4,2,66,1,4,1,2,4,1,1204,24
413,4,4,7,3,0,1,3,2,4,1204,24
414,4,2,59,1,4,1,2,4,1,1204,24
415,4,2,68,1,5,1,2,4,1,1204,24
416,5,4,0,4,0,1,3,3,2,1204,24
417,4,2,88,1,7,1,2,4,1,1204,24
418,4,4,13,3,0,1,3,2,3,1204,24
419,4,3,66,1,3,1,2,3,3,1204,24
420,5,5,0,4,0,1,3,2,2,1204,24
421,4,2,73,1,4,1,2,3,3,1204,24
422,4,2,91,1,4,1,3,2,3,1204,24
423,4,2,82,1,7,1,2,4,1,1204,24
424,4,2,66,1,5,1,2,4,1,1204,24
425,5,5,0,4,0,1,3,2,3,1204,24
426,4,4,27,2,0,1,3,2,3,1204,24
427,4,3,62,1,3,1,2,3,2,1204,24
428,5,5,0,3,0,1,3,3,1,1204,24
429,4,2,84,1,7,1,2,4,1,1204,24
430,4,5,0,4,0,1,4,2,5,1204,24
431,4,2,52,1,5,1,2,4,1,1204,24
432,4,3,67,1,2,1,3,2,3,1204,24
433,4,2,85,1,5,1,2,3,2,1204,24
434,4,3,81,1,2,1,3,2,5,1204,24
435,4,4,6,3,0,1,3,2,3,1204,24
436,5,4,6,3,0,1,3,3,2,1204,24
437,5,5,0,5,0,1,3,2,4,1204,24
438,5,5,0,4,0,1,3,2,3,1204,24
439,5,5,0,4,0,1,3,3,1,1204,24
440,5,5,0,4,0,1,3,3,1,1204,24
441,4,4,19,2,0,1,3,2,4,1204,24
442,5,5,0,4,0,1,3,2,4,1204,24
443,4,5,0,4,0,1,3,2,4,1204,24
444,4,3,27,2,1,1,3,3,2,1204,24
445,4,4,7,3,0,1,3,2,4,1204,24
446,4,3,19,2,0,1,3,3,2,1204,24
447,4,4,23,2,0,1,3,3,3,1204,24
448,4,3,34,1,1,1,3,3,3,1204,24
449,5,4,0,4,0,1,3,2,3,1204,24
450,5,5,0,4,0,1,3,2,3,1204,24
451,5,4,0,3,0,1,2,3,1,1204,24
452,4,2,63,1,4,1,2,4,1,1204,24
453,4,4,10,3,0,1,3,2,4,1204,24
454,4,2,56,1,6,1,2,4,1,1204,24
455,5,5,0,4,0,1,3,2,3,1204,24
456,4,2,75,1,6,1,2,4,1,1204,24
457,5,4,0,4,0,1,3,2,3,1204,24
458,5,6,0,5,0,1,4,2,4,1204,24
459,5,5,0,4,0,1,3,2,2,1204,24
460,4,6,0,4,0,1,4,2,5,1204,24
461,4,2,66,1,4,1,2,4,1,1204,24
462,4,2,84,1,5,1,2,3,2,1204,24
463,4,3,65,1,2,1,3,2,4,1204,24
464,4,2,60,1,4,1,2,4,1,1204,24
465,4,3,45,1,1,1,3,3,3,1204,24
466,5,5,0,4,0,1,3,2,3,1204,24
467,4,6,0,4,0,1,4,2,5,1204,24
468,4,3,44,1,2,1,2,4,1,1204,24
469,5,4,0,4,0,1,3,2,3,1204,24
470,5,5,0,4,0,1,3,2,2,1204,24
471,4,3,76,1,4,1,2,3,3,1204,24
472,4,3,69,1,3,1,2,3,3,1204,24
473,5,5,0,4,0,1,3,3,2,1204,24
474,4,3,48,1,3,1,2,4,1,1204,24
475,5,5,0,5,0,1,3,2,3,1204,24
476,5,5,0,4,0,1,3,2,2,1204,24
477,5,5,0,4,0,1,3,2,2,1204,24
478,5,5,0,4,0,1,3,2,3,1204,24
479,4,3,42,1,1,1,3,2,3,1204,24
480,5,3,10,2,1,1,2,3,1,1204,24
481,4,3,58,1,2,1,3,3,3,1204,24
482,5,5,0,4,0,1,3,2,4,1204,24
483,4,2,74,1,4,1,2,3,3,1204,24
484,5,4,0,3,0,1,3,3,2,1204,24
485,4,2,83,1,6,1,2,4,1,1204,24
486,4,2,90,1,5,1,2,3,3,1204,24
487,5,4,0,4,0,1,3,2,3,1204,24
488,4,2,93,1,5,1,2,3,3,1204,24
489,4,2,126,1,7,1,2,3,3,1204,24
490,4,2,62,1,6,1,2,4,1,1204,24
491,4,2,86,1,7,1,2,4,1,1204,24
492,5,5,0,5,0,1,3,2,3,1204,24
493,4,3,67,1,3,1,2,3,2,1204,24
494,5,5,0,4,0,1,3,2,4,1204,24
495,5,3,9,2,1,1,2,3,1,1204,24
496,4,2,66,1,6,1,2,4,1,1204,24
497,5,5,0,4,0,1,3,3,1,1204,24
498,4,4,21,2,0,1,3,2,4,1204,24
499,4,4,8,3,0,1,3,2,3,1204,24
500,4,2,54,1,5,1,2,4,1,1204,24
501,4,3,45,1,1,1,3,3,2,1204,24
502,5,5,0,4,0,1,3,2,3,1204,24
503,5,5,0,4,0,1,3,2,3,1204,24
504,4,3,49,1,1,1,3,3,2,1204,24
505,4,5,0,4,0,1,3,2,4,1204,24
506,4,3,63,1,3,1,2,3,2,1204,24
507,4,2,54,1,3,1,2,4,1,1204,24
508,5,5,0,4,0,1,3,2,2,1204,24
509,4,3,79,1,2,1,3,2,4,1204,24
510,5,4,0,4,0,1,3,2,2,1204,24
511,5,4,0,4,0,1,3,2,3,1204,24
512,4,4,7,3,0,1,3,2,3,1204,24
513,4,2,60,1,4,1,2,4,1,1204,24
514,5,4,0,4,0,1,3,2,3,1204,24
515,4,3,81,1,2,1,3,2,4,1204,24
516,5,4,0,4,0,1,3,3,2,1204,24
517,4,4,1,4,0,1,3,2,3,1204,24
518,4,5,0,4,0,1,3,2,4,1204,24
519,4,3,37,1,1,1,2,3,1,1204,24
520,4,3,29,2,1,1,3,3,3,1204,24
521,5,5,0,4,0,1,3,2,4,1204,24
522,4,3,79,1,3,1,3,2,3,1204,24
523,4,2,73,1,5,1,2,4,1,1204,24
524,4,5,0,4,0,1,3,2,5,1204,24
525,5,4,0,4,0,1,3,3,2,1204,24
526,4,3,34,2,1,1,2,3,2,1204,24
527,4,2,57,1,3,1,2,4,1,1204,24
528,4,2,102,1,8,1,2,4,1,1204,24
529,4,3,22,2,1,1,2,3,1,1204,24
530,4,2,83,1,5,1,2,3,2,1204,24
531,4,3,21,1,3,1,2,4,1,1204,24
532,4,4,14,3,0,1,3,3,3,1204,24
533,5,5,0,4,0,1,3,2,4,1204,24
534,5,4,1,3,0,1,3,3,1,1204,24
535,4,3,52,1,2,1,2,3,2,1204,24
536,4,3,66,1,2,1,3,2,3,1204,24
537,4,3,22,1,3,1,2,4,1,1204,24
538,5,4,0,4,0,1,3,3,2,1204,24
539,4,2,68,1,5,1,2,4,1,1204,24
540,4,4,5,3,0,1,3,2,3,1204,24
541,5,6,0,5,0,1,3,2,3,1204,24
542,4,2,82,1,5,1,2,3,2,1204,24
543,4,2,67,1,6,1,2,4,1,1204,24
544,4,2,87,1,4,1,2,3,3,1204,24
545,4,2,60,1,7,1,2,4,1,1204,24
546,4,3,84,1,3,1,3,2,4,1204,24
547,4,3,51,1,2,1,2,3,2,1204,24
548,4,2,67,1,4,1,2,3,2,1204,24
549,4,3,58,1,2,1,3,3,3,1204,24
550,5,5,0,4,0,1,3,2,3,1204,24
551,4,2,53,1,4,1,2,4,1,1204,24
552,4,3,24,2,0,1,3,3,2,1204,24
553,4,4,37,1,1,1,3,2,4,1204,24
554,4,4,4,3,0,1,3,2,3,1204,24
555,4,2,64,1,4,1,2,4,1,1204,24
